date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-12:55:07,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.01,none,50000,random,5,16,256,0.08944,0.017888,0.0179072,0.000519232,1,0.0199099,70,0,40,dynamic
2026-05-13-12:55:07,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.05,none,50000,random,5,16,256,0.408163,0.0816326,0.0814277,0.002122,1,0.0896593,2055,0,40,dynamic
2026-05-13-12:55:08,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.1,none,50000,random,5,16,256,0.958245,0.191649,0.191422,0.00135,1,0.196471,8628,0,40,dynamic
2026-05-13-12:55:11,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.2,none,50000,random,5,16,256,2.64075,0.52815,0.528197,0.00103932,1,0.534693,33367,0,40,dynamic
2026-05-13-12:55:12,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.01,none,50000,random,5,16,256,0.0781666,0.0156333,0.0156022,4.42365e-05,1,0.0163182,77,0,40,dynamic
2026-05-13-12:55:12,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.05,none,50000,random,5,16,256,0.431391,0.0862781,0.0863934,0.000167683,1,0.0863352,3262,0,40,dynamic
2026-05-13-12:55:13,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.1,none,50000,random,5,16,256,1.1059,0.221181,0.221382,0.000629637,1,0.222789,12837,0,40,dynamic
2026-05-13-12:55:17,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.2,none,50000,random,5,16,256,3.24429,0.648857,0.649201,0.00268807,1,0.650572,47285,0,40,dynamic
2026-05-13-12:55:18,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.01,polar,50000,random,5,16,256,0.082619,0.0165238,0.0165081,0.00050246,1,0.0199812,70,0,40,dynamic
2026-05-13-12:55:19,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.05,polar,50000,random,5,16,256,0.62163,0.124326,0.125263,0.00348283,1,0.144319,2055,0,40,dynamic
2026-05-13-12:55:21,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.1,polar,50000,random,5,16,256,1.45242,0.290483,0.291037,0.00333771,1,0.302237,8628,0,40,dynamic
2026-05-13-12:55:25,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.2,polar,50000,random,5,16,256,3.44567,0.689134,0.688862,0.00274716,1,0.706979,33367,0,40,dynamic
2026-05-13-12:55:25,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.01,polar,50000,random,5,16,256,0.0933288,0.0186658,0.0186436,9.23033e-05,1,0.0187595,77,0,40,dynamic
2026-05-13-12:55:26,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.05,polar,50000,random,5,16,256,0.711561,0.142312,0.142463,0.000724225,1,0.142772,3262,0,40,dynamic
2026-05-13-12:55:28,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.1,polar,50000,random,5,16,256,1.71612,0.343223,0.343803,0.00117722,1,0.344535,12837,0,40,dynamic
2026-05-13-12:55:33,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.2,polar,50000,random,5,16,256,4.37194,0.874389,0.874768,0.00483662,1,0.880221,47285,0,40,dynamic
