date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-13:00:48,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.01,none,50000,random,5,16,512,0.118127,0.0236255,0.0235792,0.000807374,1,0.0261236,70,0,40,dynamic
2026-05-13-13:00:48,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.05,none,50000,random,5,16,512,0.475921,0.0951843,0.094918,0.00224573,1,0.104007,2055,0,40,dynamic
2026-05-13-13:00:49,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.1,none,50000,random,5,16,512,1.06564,0.213128,0.21276,0.00140438,1,0.218442,8628,0,40,dynamic
2026-05-13-13:00:53,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.2,none,50000,random,5,16,512,2.66617,0.533234,0.53449,0.0019435,1,0.535492,33367,0,40,dynamic
2026-05-13-13:00:53,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.01,none,50000,random,5,16,512,0.0992143,0.0198429,0.0198443,6.35113e-05,1,0.02031,77,0,40,dynamic
2026-05-13-13:00:53,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.05,none,50000,random,5,16,512,0.493636,0.0987272,0.0988222,0.00032019,1,0.0984809,3262,0,40,dynamic
2026-05-13-13:00:55,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.1,none,50000,random,5,16,512,1.17527,0.235053,0.235661,0.000921989,1,0.236403,12837,0,40,dynamic
2026-05-13-13:00:58,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.2,none,50000,random,5,16,512,3.11527,0.623053,0.624574,0.002643,1,0.626595,47285,0,40,dynamic
2026-05-13-13:00:59,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.01,polar,50000,random,5,16,512,0.0994503,0.0198901,0.0198899,0.000403028,1,0.0215232,70,0,40,dynamic
2026-05-13-13:01:00,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.05,polar,50000,random,5,16,512,0.72891,0.145782,0.147579,0.00305753,1,0.180431,2055,0,40,dynamic
2026-05-13-13:01:02,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.1,polar,50000,random,5,16,512,1.67759,0.335517,0.335106,0.00523894,1,0.361166,8628,0,40,dynamic
