date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-12:47:50,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.01,none,50000,random,5,8,128,0.0757491,0.0151498,0.0151321,0.00039917,1,0.017126,70,0,40,dynamic
2026-05-13-12:47:51,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.05,none,50000,random,5,8,128,0.41535,0.08307,0.0829932,0.00070283,1,0.0944816,2055,0,40,dynamic
2026-05-13-12:47:52,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.1,none,50000,random,5,8,128,0.858813,0.171763,0.172305,0.00187852,1,0.206445,8628,0,40,dynamic
2026-05-13-12:47:55,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.2,none,50000,random,5,8,128,2.24527,0.449054,0.449594,0.00150886,1,0.516886,33367,0,40,dynamic
2026-05-13-12:47:55,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.01,none,50000,random,5,8,128,0.0710716,0.0142143,0.0142145,6.52506e-05,1,0.014905,77,0,40,dynamic
2026-05-13-12:47:55,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.05,none,50000,random,5,8,128,0.39529,0.079058,0.079115,0.00032076,1,0.0789784,3262,0,40,dynamic
2026-05-13-12:47:56,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.1,none,50000,random,5,8,128,1.00378,0.200756,0.200348,0.000769079,1,0.201879,12837,0,40,dynamic
2026-05-13-12:48:00,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.2,none,50000,random,5,8,128,2.76798,0.553596,0.553422,0.00154495,1,0.554517,47285,0,40,dynamic
2026-05-13-12:48:00,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.01,polar,50000,random,5,8,128,0.0867443,0.0173489,0.0173726,0.000136793,1,0.0205731,70,0,40,dynamic
2026-05-13-12:48:01,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.05,polar,50000,random,5,8,128,0.581612,0.116322,0.116312,0.00266092,1,0.125058,2055,0,40,dynamic
2026-05-13-12:48:03,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.1,polar,50000,random,5,8,128,1.3176,0.26352,0.263796,0.00318376,1,0.273091,8628,0,40,dynamic
2026-05-13-12:48:07,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.2,polar,50000,random,5,8,128,3.1767,0.635339,0.635614,0.00329652,1,0.647996,33367,0,40,dynamic
2026-05-13-12:48:07,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.01,polar,50000,random,5,8,128,0.0991183,0.0198237,0.0198469,0.000129288,1,0.0204152,77,0,40,dynamic
2026-05-13-12:48:07,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.05,polar,50000,random,5,8,128,0.647661,0.129532,0.12987,0.000548826,1,0.130709,3262,0,40,dynamic
2026-05-13-12:48:09,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.1,polar,50000,random,5,8,128,1.55049,0.310097,0.308495,0.00348392,1,0.309465,12837,0,40,dynamic
2026-05-13-12:48:14,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.2,polar,50000,random,5,8,128,3.98057,0.796115,0.796835,0.00253509,1,0.797766,47285,0,40,dynamic
2026-05-13-12:48:16,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.01,cartesian,50000,random,5,8,128,0.059054,0.0118108,0.011811,5.15962e-05,1,0.0211743,70,0,40,dynamic
2026-05-13-12:48:17,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.05,cartesian,50000,random,5,8,128,0.622342,0.124468,0.124292,0.00276237,1,0.127826,2055,0,40,dynamic
2026-05-13-12:48:19,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.1,cartesian,50000,random,5,8,128,1.46775,0.29355,0.290881,0.00456314,1,0.30394,8628,0,40,dynamic
2026-05-13-12:48:23,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.2,cartesian,50000,random,5,8,128,3.68765,0.73753,0.739849,0.0035523,1,0.76254,33367,0,40,dynamic
2026-05-13-12:48:23,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.01,cartesian,50000,random,5,8,128,0.103309,0.0206617,0.0226593,0.00252668,1,0.0231433,77,0,40,dynamic
2026-05-13-12:48:24,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.05,cartesian,50000,random,5,8,128,0.560604,0.112121,0.112431,0.00046553,1,0.113107,3262,0,40,dynamic
2026-05-13-12:48:26,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.1,cartesian,50000,random,5,8,128,1.36136,0.272273,0.272239,0.00309019,1,0.27296,12837,0,40,dynamic
2026-05-13-12:48:30,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.2,cartesian,50000,random,5,8,128,4.01374,0.802748,0.802354,0.0051608,1,0.803714,47285,0,40,dynamic
2026-05-13-12:48:43,linOct,PointsAoS,HilbertEncoder3D,29697591,neighborsPrune,sphere,0.01,none,50000,random,5,8,128,0.0740339,0.0148068,0.0147743,0.000598066,1,0.0181456,68,0,40,dynamic
2026-05-13-12:48:44,linOct,PointsAoS,HilbertEncoder3D,29697591,neighborsPrune,sphere,0.05,none,50000,random,5,8,128,0.364805,0.0729609,0.0732976,0.00138586,1,0.0780794,2028,0,40,dynamic
2026-05-13-12:48:45,linOct,PointsAoS,HilbertEncoder3D,29697591,neighborsPrune,sphere,0.1,none,50000,random,5,8,128,0.859626,0.171925,0.171649,0.00118074,1,0.171366,8542,0,40,dynamic
