date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-12:53:13,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.01,none,50000,random,5,8,256,0.0766078,0.0153216,0.0153596,0.000414161,1,0.0159289,70,0,40,dynamic
2026-05-13-12:53:14,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.05,none,50000,random,5,8,256,0.357928,0.0715857,0.071461,0.00183943,1,0.0790861,2055,0,40,dynamic
2026-05-13-12:53:15,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.1,none,50000,random,5,8,256,0.852335,0.170467,0.169877,0.0014805,1,0.175103,8628,0,40,dynamic
2026-05-13-12:53:18,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.2,none,50000,random,5,8,256,2.41219,0.482438,0.481954,0.0012046,1,0.487958,33367,0,40,dynamic
2026-05-13-12:53:18,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.01,none,50000,random,5,8,256,0.066549,0.0133098,0.0133301,4.29698e-05,1,0.0138104,77,0,40,dynamic
2026-05-13-12:53:18,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.05,none,50000,random,5,8,256,0.381106,0.0762212,0.0762667,0.000307414,1,0.0764193,3262,0,40,dynamic
2026-05-13-12:53:19,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.1,none,50000,random,5,8,256,0.990811,0.198162,0.198352,0.000646801,1,0.198479,12837,0,40,dynamic
2026-05-13-12:53:23,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.2,none,50000,random,5,8,256,2.99461,0.598923,0.599531,0.00251455,1,0.598812,47285,0,40,dynamic
2026-05-13-12:53:24,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.01,polar,50000,random,5,8,256,0.078427,0.0156854,0.0157303,0.000177805,1,0.0174456,70,0,40,dynamic
2026-05-13-12:53:24,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.05,polar,50000,random,5,8,256,0.56306,0.112612,0.112296,0.00326724,1,0.123689,2055,0,40,dynamic
2026-05-13-12:53:26,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.1,polar,50000,random,5,8,256,1.35526,0.271052,0.270431,0.00385279,1,0.280302,8628,0,40,dynamic
2026-05-13-12:53:30,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.2,polar,50000,random,5,8,256,3.50705,0.70141,0.702038,0.00444395,1,0.709821,33367,0,40,dynamic
2026-05-13-12:53:30,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.01,polar,50000,random,5,8,256,0.128498,0.0256997,0.0267099,0.00207359,1,0.027193,77,0,40,dynamic
2026-05-13-12:53:31,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.05,polar,50000,random,5,8,256,0.693023,0.138605,0.140172,0.00210008,1,0.140312,3262,0,40,dynamic
