date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-12:49:42,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.01,none,50000,random,5,16,128,0.0751094,0.0150219,0.015045,0.000380805,1,0.0170413,70,0,40,dynamic
2026-05-13-12:49:42,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.05,none,50000,random,5,16,128,0.378806,0.0757613,0.0756902,0.00185824,1,0.0829582,2055,0,40,dynamic
2026-05-13-12:49:43,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.1,none,50000,random,5,16,128,0.892173,0.178435,0.178468,0.00148612,1,0.183166,8628,0,40,dynamic
2026-05-13-12:49:46,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.2,none,50000,random,5,16,128,2.53843,0.507685,0.509767,0.0061441,1,0.507304,33367,0,40,dynamic
2026-05-13-12:49:47,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.01,none,50000,random,5,16,128,0.122299,0.0244598,0.0244202,8.45627e-05,1,0.0250766,77,0,40,dynamic
2026-05-13-12:49:47,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.05,none,50000,random,5,16,128,0.452027,0.0904054,0.0914143,0.00202499,1,0.0916451,3262,0,40,dynamic
2026-05-13-12:49:48,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.1,none,50000,random,5,16,128,1.04981,0.209963,0.209049,0.00209483,1,0.221594,12837,0,40,dynamic
2026-05-13-12:49:52,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.2,none,50000,random,5,16,128,3.13954,0.627908,0.627146,0.00236579,1,0.631957,47285,0,40,dynamic
2026-05-13-12:49:53,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.01,polar,50000,random,5,16,128,0.0876695,0.0175339,0.0175643,8.93743e-05,1,0.0202715,70,0,40,dynamic
2026-05-13-12:49:54,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.05,polar,50000,random,5,16,128,0.624193,0.124839,0.122037,0.00426562,1,0.169746,2055,0,40,dynamic
2026-05-13-12:49:55,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.1,polar,50000,random,5,16,128,1.30672,0.261344,0.26511,0.00698706,1,0.304461,8628,0,40,dynamic
2026-05-13-12:49:59,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.2,polar,50000,random,5,16,128,3.19341,0.638682,0.63939,0.0025412,1,0.646743,33367,0,40,dynamic
2026-05-13-12:49:59,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.01,polar,50000,random,5,16,128,0.0995937,0.0199187,0.0199179,0.00014303,1,0.0205391,77,0,40,dynamic
2026-05-13-12:50:00,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.05,polar,50000,random,5,16,128,0.629581,0.125916,0.126061,0.00047678,1,0.126685,3262,0,40,dynamic
2026-05-13-12:50:02,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.1,polar,50000,random,5,16,128,1.48611,0.297222,0.296833,0.00186324,1,0.298637,12837,0,40,dynamic
2026-05-13-12:50:07,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.2,polar,50000,random,5,16,128,3.98045,0.796089,0.796776,0.00311116,1,0.79643,47285,0,40,dynamic
2026-05-13-12:50:09,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.01,cartesian,50000,random,5,16,128,0.0569997,0.0113999,0.011377,5.34296e-05,1,0.0190008,70,0,40,dynamic
2026-05-13-12:50:09,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.05,cartesian,50000,random,5,16,128,0.552215,0.110443,0.110472,0.00224496,1,0.120142,2055,0,40,dynamic
2026-05-13-12:50:11,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.1,cartesian,50000,random,5,16,128,1.29391,0.258782,0.26201,0.00495847,1,0.266019,8628,0,40,dynamic
2026-05-13-12:50:15,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,sphere,0.2,cartesian,50000,random,5,16,128,3.18534,0.637068,0.63693,0.00846296,1,0.643973,33367,0,40,dynamic
2026-05-13-12:50:15,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.01,cartesian,50000,random,5,16,128,0.0825963,0.0165193,0.0174266,0.00391867,1,0.0232792,77,0,40,dynamic
2026-05-13-12:50:16,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.05,cartesian,50000,random,5,16,128,0.563613,0.112723,0.113709,0.00191239,1,0.108685,3262,0,40,dynamic
2026-05-13-12:50:17,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.1,cartesian,50000,random,5,16,128,1.27406,0.254813,0.256128,0.00319536,1,0.254008,12837,0,40,dynamic
2026-05-13-12:50:21,linOct,PointsAoS,MortonEncoder3D,29697591,neighborsPrune,cube,0.2,cartesian,50000,random,5,16,128,3.47269,0.694538,0.695101,0.00205034,1,0.694058,47285,0,40,dynamic
2026-05-13-12:50:34,linOct,PointsAoS,HilbertEncoder3D,29697591,neighborsPrune,sphere,0.01,none,50000,random,5,16,128,0.0713671,0.0142734,0.0143172,0.000336906,1,0.0162091,68,0,40,dynamic
2026-05-13-12:50:34,linOct,PointsAoS,HilbertEncoder3D,29697591,neighborsPrune,sphere,0.05,none,50000,random,5,16,128,0.349652,0.0699305,0.0701182,0.00161631,1,0.0760948,2028,0,40,dynamic
2026-05-13-12:50:35,linOct,PointsAoS,HilbertEncoder3D,29697591,neighborsPrune,sphere,0.1,none,50000,random,5,16,128,0.808206,0.161641,0.161495,0.00186954,1,0.164423,8542,0,40,dynamic
2026-05-13-12:50:38,linOct,PointsAoS,HilbertEncoder3D,29697591,neighborsPrune,sphere,0.2,none,50000,random,5,16,128,2.39535,0.47907,0.47838,0.00595368,1,0.478239,32957,0,40,dynamic
2026-05-13-12:50:38,linOct,PointsAoS,HilbertEncoder3D,29697591,neighborsPrune,cube,0.01,none,50000,random,5,16,128,0.0685147,0.0137029,0.0137394,0.000100432,1,0.0144699,75,0,40,dynamic
2026-05-13-12:50:38,linOct,PointsAoS,HilbertEncoder3D,29697591,neighborsPrune,cube,0.05,none,50000,random,5,16,128,0.370896,0.0741791,0.0741723,0.000434237,1,0.0741778,3222,0,40,dynamic
2026-05-13-12:50:40,linOct,PointsAoS,HilbertEncoder3D,29697591,neighborsPrune,cube,0.1,none,50000,random,5,16,128,0.955072,0.191014,0.190736,0.00177071,1,0.190026,12689,0,40,dynamic
2026-05-13-12:50:43,linOct,PointsAoS,HilbertEncoder3D,29697591,neighborsPrune,cube,0.2,none,50000,random,5,16,128,3.12027,0.624054,0.622779,0.00441182,1,0.617933,46717,0,40,dynamic
2026-05-13-12:50:44,linOct,PointsAoS,HilbertEncoder3D,29697591,neighborsPrune,sphere,0.01,polar,50000,random,5,16,128,0.0813247,0.0162649,0.0162844,0.000131846,1,0.0192018,68,0,40,dynamic
2026-05-13-12:50:45,linOct,PointsAoS,HilbertEncoder3D,29697591,neighborsPrune,sphere,0.05,polar,50000,random,5,16,128,0.546054,0.109211,0.109494,0.00257069,1,0.116812,2028,0,40,dynamic
