date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-06-19:30:58,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,2,none,3000,random,1,0.106855,0.106855,0.106855,0,1,0.12348,33458,0,16,dynamic
2026-05-06-19:30:59,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,3,none,3000,random,1,0.286824,0.286824,0.286824,0,1,0.301434,73206,0,16,dynamic
2026-05-06-19:30:59,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,2,none,3000,random,1,0.142651,0.142651,0.142651,0,1,0.163589,44440,0,16,dynamic
2026-05-06-19:31:00,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,3,none,3000,random,1,0.410077,0.410077,0.410077,0,1,0.412116,96621,0,16,dynamic
