date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-06-19:30:13,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,2,none,80,random,1,0.00478624,0.00478624,0.00478624,0,1,0.00737812,31364,0,16,dynamic
2026-05-06-19:30:13,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,3,none,80,random,1,0.0123048,0.0123048,0.0123048,0,1,0.0174279,70139,0,16,dynamic
2026-05-06-19:30:13,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,2,none,80,random,1,0.00534108,0.00534108,0.00534108,0,1,0.00690178,42598,0,16,dynamic
2026-05-06-19:30:13,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,3,none,80,random,1,0.013849,0.013849,0.013849,0,1,0.0151649,93071,0,16,dynamic
