date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-06-19:43:30,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,2,none,1000,random,3,0.345463,0.115154,0.116101,0.0020917,1,0.131997,32989,0,16,dynamic
2026-05-06-19:43:31,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,3,none,1000,random,3,0.694608,0.231536,0.226936,0.008019,1,0.225455,72251,0,16,dynamic
2026-05-06-19:43:32,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,2,none,1000,random,3,0.460939,0.153646,0.153159,0.000787347,1,0.157218,43988,0,16,dynamic
2026-05-06-19:43:33,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,3,none,1000,random,3,1.04679,0.34893,0.348899,0.000647148,1,0.355936,95596,0,16,dynamic
