date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-06-20:14:19,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,2,none,80,random,1,0.00597338,0.00597338,0.00597338,0,1,0.00549299,31364,0,16,dynamic
2026-05-06-20:14:19,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,3,none,80,random,1,0.0138599,0.0138599,0.0138599,0,1,0.0111713,70139,0,16,dynamic
2026-05-06-20:14:19,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,2,none,80,random,1,0.00515765,0.00515765,0.00515765,0,1,0.00548951,42598,0,16,dynamic
2026-05-06-20:14:19,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,3,none,80,random,1,0.015019,0.015019,0.015019,0,1,0.0175001,93071,0,16,dynamic
2026-05-06-20:14:21,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,2,spherical,80,random,1,0.00596618,0.00596618,0.00596618,0,1,0.033541,31364,0,16,dynamic
2026-05-06-20:14:21,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,3,spherical,80,random,1,0.01145,0.01145,0.01145,0,1,0.0138464,70139,0,16,dynamic
2026-05-06-20:14:21,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,2,spherical,80,random,1,0.00621628,0.00621628,0.00621628,0,1,0.00604746,42598,0,16,dynamic
2026-05-06-20:14:21,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,3,spherical,80,random,1,0.0139974,0.0139974,0.0139974,0,1,0.016707,93071,0,16,dynamic
