date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-11:39:21,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,none,50000,random,5,8,512,0.409223,0.0818446,0.0811717,0.00164787,1,0.0986172,2042,0,40,dynamic
2026-05-13-11:39:22,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,none,50000,random,5,8,512,0.927848,0.18557,0.185613,0.00013937,1,0.186738,8208,0,40,dynamic
2026-05-13-11:39:25,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,none,50000,random,5,8,512,2.48933,0.497865,0.497886,0.000690198,1,0.497496,32497,0,40,dynamic
2026-05-13-11:39:31,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,none,50000,random,5,8,512,4.97707,0.995415,0.996163,0.00195867,1,0.994605,71265,0,40,dynamic
2026-05-13-11:39:32,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,none,50000,random,5,8,512,0.429739,0.0859478,0.0859323,0.000112821,1,0.0864187,2741,0,40,dynamic
2026-05-13-11:39:33,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,none,50000,random,5,8,512,1.02138,0.204277,0.204272,0.000162331,1,0.203942,11107,0,40,dynamic
2026-05-13-11:39:37,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,none,50000,random,5,8,512,2.89361,0.578722,0.578259,0.00154728,1,0.576784,43345,0,40,dynamic
2026-05-13-11:39:44,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,none,50000,random,5,8,512,6.22445,1.24489,1.24459,0.00193406,1,1.24242,94600,0,40,dynamic
2026-05-13-11:39:45,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,polar,50000,random,5,8,512,0.592345,0.118469,0.116529,0.00642587,1,0.148518,2042,0,40,dynamic
2026-05-13-11:39:47,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,polar,50000,random,5,8,512,1.3785,0.275701,0.275844,0.00147807,1,0.282182,8208,0,40,dynamic
2026-05-13-11:39:51,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,polar,50000,random,5,8,512,3.47898,0.695795,0.696693,0.00162178,1,0.70088,32497,0,40,dynamic
2026-05-13-11:39:58,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,polar,50000,random,5,8,512,6.30778,1.26156,1.26204,0.0016096,1,1.26282,71265,0,40,dynamic
2026-05-13-11:39:59,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,polar,50000,random,5,8,512,0.701519,0.140304,0.140345,0.000332316,1,0.140417,2741,0,40,dynamic
2026-05-13-11:40:01,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,polar,50000,random,5,8,512,1.75207,0.350414,0.350506,0.000898394,1,0.349502,11107,0,40,dynamic
2026-05-13-11:40:07,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,polar,50000,random,5,8,512,4.50408,0.900816,0.900462,0.00119055,1,0.899343,43345,0,40,dynamic
2026-05-13-11:40:17,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,polar,50000,random,5,8,512,8.37422,1.67484,1.676,0.00295763,1,1.67195,94600,0,40,dynamic
