date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-11:25:33,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,none,50000,random,5,16,128,0.346322,0.0692645,0.0685363,0.00194224,1,0.084631,2042,0,40,dynamic
2026-05-13-11:25:34,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,none,50000,random,5,16,128,0.761285,0.152257,0.152277,0.000433336,1,0.154183,8208,0,40,dynamic
2026-05-13-11:25:36,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,none,50000,random,5,16,128,2.0192,0.403839,0.402576,0.00261847,1,0.4014,32497,0,40,dynamic
2026-05-13-11:25:41,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,none,50000,random,5,16,128,4.22315,0.844631,0.84385,0.00229778,1,0.844062,71265,0,40,dynamic
2026-05-13-11:25:42,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,none,50000,random,5,16,128,0.404216,0.0808432,0.0816003,0.00162551,1,0.0820284,2741,0,40,dynamic
2026-05-13-11:25:43,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,none,50000,random,5,16,128,0.838684,0.167737,0.165215,0.00369438,1,0.171282,11107,0,40,dynamic
2026-05-13-11:25:46,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,none,50000,random,5,16,128,2.39938,0.479877,0.479715,0.000725649,1,0.47833,43345,0,40,dynamic
2026-05-13-11:25:52,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,none,50000,random,5,16,128,5.34443,1.06889,1.06962,0.0032779,1,1.06512,94600,0,40,dynamic
2026-05-13-11:25:53,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,polar,50000,random,5,16,128,0.585048,0.11701,0.115889,0.00576217,1,0.138257,2042,0,40,dynamic
2026-05-13-11:25:55,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,polar,50000,random,5,16,128,1.22317,0.244634,0.244758,0.00333237,1,0.252707,8208,0,40,dynamic
2026-05-13-11:25:58,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,polar,50000,random,5,16,128,3.07536,0.615071,0.615513,0.00171738,1,0.620155,32497,0,40,dynamic
2026-05-13-11:26:05,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,polar,50000,random,5,16,128,5.80475,1.16095,1.15936,0.00616501,1,1.18161,71265,0,40,dynamic
2026-05-13-11:26:06,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,polar,50000,random,5,16,128,0.584683,0.116937,0.116926,0.00022192,1,0.122091,2741,0,40,dynamic
2026-05-13-11:26:08,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,polar,50000,random,5,16,128,1.35167,0.270333,0.270469,0.000302097,1,0.269769,11107,0,40,dynamic
2026-05-13-11:26:12,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,polar,50000,random,5,16,128,3.64504,0.729008,0.729064,0.00116162,1,0.727488,43345,0,40,dynamic
2026-05-13-11:26:21,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,polar,50000,random,5,16,128,7.49069,1.49814,1.50022,0.00301523,1,1.49364,94600,0,40,dynamic
2026-05-13-11:26:23,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,cartesian,50000,random,5,16,128,0.786639,0.157328,0.157226,0.00502264,1,0.174426,2042,0,40,dynamic
2026-05-13-11:26:25,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,cartesian,50000,random,5,16,128,1.61293,0.322586,0.32248,0.00699555,1,0.343661,8208,0,40,dynamic
2026-05-13-11:26:29,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,cartesian,50000,random,5,16,128,3.87051,0.774103,0.773828,0.00478453,1,0.789598,32497,0,40,dynamic
2026-05-13-11:26:38,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,cartesian,50000,random,5,16,128,7.18024,1.43605,1.4369,0.00279507,1,1.44052,71265,0,40,dynamic
2026-05-13-11:26:39,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,cartesian,50000,random,5,16,128,0.580902,0.11618,0.116436,0.000662672,1,0.117829,2741,0,40,dynamic
2026-05-13-11:26:40,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,cartesian,50000,random,5,16,128,1.29441,0.258881,0.259182,0.00152228,1,0.260873,11107,0,40,dynamic
2026-05-13-11:26:44,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,cartesian,50000,random,5,16,128,3.43584,0.687168,0.686379,0.0020215,1,0.690325,43345,0,40,dynamic
2026-05-13-11:26:53,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,cartesian,50000,random,5,16,128,7.21658,1.44332,1.44258,0.00304769,1,1.4442,94599,0,40,dynamic
2026-05-13-11:26:57,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,0.5,none,50000,random,5,16,128,0.330972,0.0661944,0.06554,0.0018841,1,0.0808221,2051,0,40,dynamic
2026-05-13-11:26:58,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,1,none,50000,random,5,16,128,0.724055,0.144811,0.144735,0.000263819,1,0.146019,8239,0,40,dynamic
2026-05-13-11:27:00,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,2,none,50000,random,5,16,128,1.86972,0.373944,0.373861,0.000749949,1,0.371859,32588,0,40,dynamic
2026-05-13-11:27:05,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,3,none,50000,random,5,16,128,3.92891,0.785782,0.785123,0.002329,1,0.786077,71426,0,40,dynamic
2026-05-13-11:27:06,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,0.5,none,50000,random,5,16,128,0.335634,0.0671268,0.0670817,0.000138209,1,0.0678724,2752,0,40,dynamic
2026-05-13-11:27:07,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,1,none,50000,random,5,16,128,0.774041,0.154808,0.15477,0.000227308,1,0.154717,11141,0,40,dynamic
2026-05-13-11:27:09,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,2,none,50000,random,5,16,128,2.21402,0.442805,0.442983,0.000628351,1,0.442187,43463,0,40,dynamic
2026-05-13-11:27:15,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,3,none,50000,random,5,16,128,5.14196,1.02839,1.02807,0.00183169,1,1.02552,94803,0,40,dynamic
2026-05-13-11:27:16,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,0.5,polar,50000,random,5,16,128,0.568185,0.113637,0.112327,0.00551342,1,0.13509,2051,0,40,dynamic
2026-05-13-11:27:18,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,1,polar,50000,random,5,16,128,1.17532,0.235064,0.235391,0.00168592,1,0.24249,8239,0,40,dynamic
2026-05-13-11:27:21,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,2,polar,50000,random,5,16,128,2.88469,0.576938,0.577472,0.00119643,1,0.580637,32588,0,40,dynamic
2026-05-13-11:27:28,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,3,polar,50000,random,5,16,128,5.67083,1.13417,1.13398,0.00167259,1,1.13399,71426,0,40,dynamic
2026-05-13-11:27:29,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,0.5,polar,50000,random,5,16,128,0.56412,0.112824,0.11286,0.000246612,1,0.113441,2752,0,40,dynamic
2026-05-13-11:27:30,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,1,polar,50000,random,5,16,128,1.29164,0.258329,0.258269,0.000484637,1,0.258108,11141,0,40,dynamic
2026-05-13-11:27:34,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,2,polar,50000,random,5,16,128,3.44646,0.689292,0.689368,0.000943132,1,0.689433,43463,0,40,dynamic
2026-05-13-11:27:43,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,3,polar,50000,random,5,16,128,7.35274,1.47055,1.46972,0.00239661,1,1.46888,94803,0,40,dynamic
2026-05-13-11:27:45,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,0.5,cartesian,50000,random,5,16,128,0.781874,0.156375,0.156012,0.00497258,1,0.173821,2051,0,40,dynamic
2026-05-13-11:27:47,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,1,cartesian,50000,random,5,16,128,1.59296,0.318593,0.318459,0.00668321,1,0.339273,8239,0,40,dynamic
2026-05-13-11:27:51,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,2,cartesian,50000,random,5,16,128,3.73849,0.747698,0.747048,0.00481224,1,0.762495,32588,0,40,dynamic
2026-05-13-11:28:00,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,3,cartesian,50000,random,5,16,128,7.00051,1.4001,1.40037,0.00258845,1,1.40437,71426,0,40,dynamic
2026-05-13-11:28:00,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,0.5,cartesian,50000,random,5,16,128,0.57674,0.115348,0.115375,0.000466046,1,0.117196,2752,0,40,dynamic
2026-05-13-11:28:02,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,1,cartesian,50000,random,5,16,128,1.27327,0.254655,0.255043,0.00112273,1,0.257139,11141,0,40,dynamic
2026-05-13-11:28:06,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,2,cartesian,50000,random,5,16,128,3.321,0.6642,0.665394,0.00194762,1,0.668016,43463,0,40,dynamic
2026-05-13-11:28:14,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,3,cartesian,50000,random,5,16,128,7.08371,1.41674,1.41682,0.00396068,1,1.42206,94803,0,40,dynamic
