date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-11:30:50,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,none,50000,random,5,8,256,0.358049,0.0716098,0.0708105,0.00180673,1,0.0872113,2042,0,40,dynamic
2026-05-13-11:30:51,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,none,50000,random,5,8,256,0.798032,0.159606,0.159581,0.000222947,1,0.161611,8208,0,40,dynamic
2026-05-13-11:30:54,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,none,50000,random,5,8,256,2.11696,0.423391,0.423617,0.000678198,1,0.422464,32497,0,40,dynamic
2026-05-13-11:30:59,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,none,50000,random,5,8,256,4.36527,0.873053,0.873954,0.00219609,1,0.8696,71265,0,40,dynamic
2026-05-13-11:30:59,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,none,50000,random,5,8,256,0.372091,0.0744181,0.0743948,4.76179e-05,1,0.0748167,2741,0,40,dynamic
2026-05-13-11:31:00,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,none,50000,random,5,8,256,0.875282,0.175056,0.175072,0.000138172,1,0.174941,11107,0,40,dynamic
2026-05-13-11:31:03,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,none,50000,random,5,8,256,2.51014,0.502027,0.502182,0.000522237,1,0.500802,43345,0,40,dynamic
2026-05-13-11:31:10,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,none,50000,random,5,8,256,5.60672,1.12134,1.12254,0.00311511,1,1.12005,94600,0,40,dynamic
2026-05-13-11:31:11,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,polar,50000,random,5,8,256,0.599441,0.119888,0.118405,0.0062284,1,0.145624,2042,0,40,dynamic
2026-05-13-11:31:13,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,polar,50000,random,5,8,256,1.29146,0.258292,0.257684,0.00182477,1,0.29792,8208,0,40,dynamic
2026-05-13-11:31:17,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,polar,50000,random,5,8,256,3.34469,0.668939,0.669312,0.00134687,1,0.673469,32497,0,40,dynamic
2026-05-13-11:31:24,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,polar,50000,random,5,8,256,6.4182,1.28364,1.284,0.00213206,1,1.28248,71265,0,40,dynamic
2026-05-13-11:31:25,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,polar,50000,random,5,8,256,0.641211,0.128242,0.12833,0.000246243,1,0.128555,2741,0,40,dynamic
2026-05-13-11:31:27,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,polar,50000,random,5,8,256,1.54099,0.308198,0.308184,0.00023247,1,0.307858,11107,0,40,dynamic
2026-05-13-11:31:32,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,polar,50000,random,5,8,256,4.19607,0.839213,0.839129,0.00127383,1,0.837997,43345,0,40,dynamic
