date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-11:36:38,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,none,50000,random,5,32,256,0.358136,0.0716272,0.0711855,0.00179082,1,0.087368,2042,0,40,dynamic
2026-05-13-11:36:39,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,none,50000,random,5,32,256,0.796981,0.159396,0.159559,0.000295484,1,0.16087,8208,0,40,dynamic
2026-05-13-11:36:42,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,none,50000,random,5,32,256,2.11829,0.423658,0.423614,0.000393568,1,0.423275,32497,0,40,dynamic
2026-05-13-11:36:47,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,none,50000,random,5,32,256,4.35318,0.870635,0.871089,0.00250942,1,0.868112,71265,0,40,dynamic
2026-05-13-11:36:47,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,none,50000,random,5,32,256,0.371497,0.0742995,0.0742977,0.000126391,1,0.0746729,2741,0,40,dynamic
2026-05-13-11:36:48,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,none,50000,random,5,32,256,0.873328,0.174666,0.174705,0.0001537,1,0.174471,11107,0,40,dynamic
2026-05-13-11:36:51,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,none,50000,random,5,32,256,2.50343,0.500686,0.500726,0.00174861,1,0.499492,43345,0,40,dynamic
2026-05-13-11:36:58,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,none,50000,random,5,32,256,5.57948,1.1159,1.11692,0.00202929,1,1.11522,94600,0,40,dynamic
2026-05-13-11:36:59,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,polar,50000,random,5,32,256,0.587304,0.117461,0.116044,0.00586151,1,0.141856,2042,0,40,dynamic
2026-05-13-11:37:01,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,polar,50000,random,5,32,256,1.27616,0.255233,0.255089,0.00166172,1,0.26224,8208,0,40,dynamic
2026-05-13-11:37:05,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,polar,50000,random,5,32,256,3.31888,0.663776,0.664605,0.00148327,1,0.668805,32497,0,40,dynamic
