date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-11:33:42,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,none,50000,random,5,16,256,0.358705,0.0717411,0.0711457,0.00185744,1,0.0871848,2042,0,40,dynamic
2026-05-13-11:33:42,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,none,50000,random,5,16,256,0.798096,0.159619,0.159746,0.00023725,1,0.161233,8208,0,40,dynamic
2026-05-13-11:33:45,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,none,50000,random,5,16,256,2.12574,0.425148,0.424955,0.000558178,1,0.424542,32497,0,40,dynamic
2026-05-13-11:33:50,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,none,50000,random,5,16,256,4.37015,0.874031,0.87496,0.00256051,1,0.87175,71265,0,40,dynamic
2026-05-13-11:33:51,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,none,50000,random,5,16,256,0.372441,0.0744882,0.0744797,5.78798e-05,1,0.0748272,2741,0,40,dynamic
2026-05-13-11:33:52,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,none,50000,random,5,16,256,0.874251,0.17485,0.174976,0.000224393,1,0.174708,11107,0,40,dynamic
2026-05-13-11:33:55,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,none,50000,random,5,16,256,2.51062,0.502125,0.502231,0.000853991,1,0.500167,43345,0,40,dynamic
2026-05-13-11:34:02,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,none,50000,random,5,16,256,5.61443,1.12289,1.12475,0.00355309,1,1.12291,94600,0,40,dynamic
2026-05-13-11:34:02,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,polar,50000,random,5,16,256,0.597222,0.119444,0.117942,0.00617506,1,0.14475,2042,0,40,dynamic
2026-05-13-11:34:04,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,polar,50000,random,5,16,256,1.32207,0.264414,0.263293,0.00779696,1,0.285918,8208,0,40,dynamic
