leaf,kernel,mode,radius,L,neighbours,count,total,key,threshold,maxPointsLeaf
237867,sphere,polar,1,1.95312,0,3,58,0,16,128
237868,sphere,polar,1,1.95312,0,27,61,0,16,128
235114,sphere,polar,1,1.95312,1,3,70,0,16,128
235115,sphere,polar,1,1.95312,1,6,110,0,16,128
235120,sphere,polar,1,1.95312,2,36,99,0,16,128
235121,sphere,polar,1,1.95312,16,20,123,0,16,128
235112,sphere,polar,1,1.95312,1,14,95,0,16,128
483491,sphere,polar,1,1.95312,0,15,119,0,16,128
483492,sphere,polar,1,1.95312,3,7,52,0,16,128
483186,sphere,polar,1,1.95312,0,5,65,0,16,128
483117,sphere,polar,1,1.95312,0,1,62,0,16,128
482946,sphere,polar,1,1.95312,2,23,86,0,16,128
482947,sphere,polar,1,1.95312,8,13,85,0,16,128
574913,sphere,polar,1,3.90625,2,17,85,0,16,128
574918,sphere,polar,1,1.95312,1,2,25,0,16,128
309192,sphere,polar,1,1.95312,0,19,92,0,16,128
309178,sphere,polar,1,0.976562,0,6,24,0,16,128
115656,sphere,polar,1,0.976562,5,34,34,0,16,128
115657,sphere,polar,1,0.976562,11,17,17,0,16,128
115659,sphere,polar,1,0.976562,1,11,30,0,16,128
115635,sphere,polar,1,1.95312,11,11,53,0,16,128
445684,sphere,polar,1,1.95312,2,18,94,0,16,128
445685,sphere,polar,1,1.95312,20,26,67,0,16,128
445669,sphere,polar,1,1.95312,8,15,126,0,16,128
473456,sphere,polar,1,1.95312,0,18,51,0,16,128
473459,sphere,polar,1,1.95312,0,0,28,0,16,128
473455,sphere,polar,1,1.95312,0,32,51,0,16,128
367642,sphere,polar,1,1.95312,33,39,110,0,16,128
367643,sphere,polar,1,1.95312,1,2,19,0,16,128
367638,sphere,polar,1,0.976562,1,9,46,0,16,128
367537,sphere,polar,1,1.95312,2,23,105,0,16,128
366385,sphere,polar,1,3.90625,0,12,72,0,16,128
366377,sphere,polar,1,1.95312,23,79,79,0,16,128
366380,sphere,polar,1,1.95312,0,21,21,0,16,128
99561,sphere,polar,1,3.90625,0,6,126,0,16,128
99570,sphere,polar,1,1.95312,0,33,82,0,16,128
99571,sphere,polar,1,1.95312,0,15,100,0,16,128
99576,sphere,polar,1,1.95312,18,26,60,0,16,128
99577,sphere,polar,1,1.95312,6,28,89,0,16,128
99562,sphere,polar,1,1.95312,0,19,94,0,16,128
99565,sphere,polar,1,1.95312,2,12,45,0,16,128
99566,sphere,polar,1,1.95312,1,14,69,0,16,128
99569,sphere,polar,1,1.95312,0,3,51,0,16,128
99554,sphere,polar,1,1.95312,0,20,22,0,16,128
276459,sphere,polar,1,1.95312,1,10,41,0,16,128
276422,sphere,polar,1,1.95312,4,15,43,0,16,128
276417,sphere,polar,1,1.95312,4,7,42,0,16,128
276363,sphere,polar,1,1.95312,2,8,43,0,16,128
99596,sphere,polar,1,1.95312,0,7,40,0,16,128
99570,sphere,polar,1,1.95312,7,18,82,0,16,128
99571,sphere,polar,1,1.95312,0,4,100,0,16,128
99572,sphere,polar,1,1.95312,0,0,48,0,16,128
99573,sphere,polar,1,1.95312,12,27,110,0,16,128
63584,sphere,polar,1,1.95312,0,0,24,0,16,128
63585,sphere,polar,1,1.95312,1,2,24,0,16,128
63588,sphere,polar,1,1.95312,6,11,54,0,16,128
62594,sphere,polar,1,1.95312,0,13,76,0,16,128
36935,sphere,polar,1,7.81249,4,22,50,0,16,128
36997,sphere,polar,1,3.90625,6,40,122,0,16,128
284037,sphere,polar,1,1.95312,0,10,42,0,16,128
284048,sphere,polar,1,1.95312,19,27,128,0,16,128
284051,sphere,polar,1,1.95312,15,22,96,0,16,128
284045,sphere,polar,1,0.976562,0,9,41,0,16,128
284046,sphere,polar,1,0.976562,0,3,18,0,16,128
283703,sphere,polar,1,1.95312,0,8,89,0,16,128
522111,sphere,polar,1,1.95312,12,72,72,0,16,128
517291,sphere,polar,1,1.95312,12,76,76,0,16,128
208217,sphere,polar,1,7.81249,2,23,65,0,16,128
208505,sphere,polar,1,0.976562,0,12,57,0,16,128
208483,sphere,polar,1,1.95312,0,1,18,0,16,128
208228,sphere,polar,1,1.95312,1,10,123,0,16,128
208230,sphere,polar,1,0.976562,0,7,26,0,16,128
208235,sphere,polar,1,0.976562,19,21,21,0,16,128
208236,sphere,polar,1,0.976562,19,24,24,0,16,128
369205,sphere,polar,1,1.95312,17,24,110,0,16,128
369206,sphere,polar,1,1.95312,2,5,71,0,16,128
369158,sphere,polar,1,0.976562,0,19,19,0,16,128
368991,sphere,polar,1,1.95312,4,23,93,0,16,128
91739,sphere,polar,1,1.95312,1,5,65,0,16,128
91242,sphere,polar,1,1.95312,10,12,40,0,16,128
91243,sphere,polar,1,1.95312,0,7,37,0,16,128
52834,sphere,polar,1,15.625,0,8,57,0,16,128
53000,sphere,polar,1,1.95312,2,18,66,0,16,128
442335,sphere,polar,1,1.95312,1,19,98,0,16,128
431627,sphere,polar,1,1.95312,24,34,115,0,16,128
431559,sphere,polar,1,1.95312,0,2,36,0,16,128
398856,sphere,polar,1,1.95312,0,1,117,0,16,128
398830,sphere,polar,1,0.976562,0,9,33,0,16,128
398833,sphere,polar,1,0.976562,0,0,26,0,16,128
398526,sphere,polar,1,1.95312,7,11,56,0,16,128
398525,sphere,polar,1,1.95312,13,42,112,0,16,128
12950,sphere,polar,1,3.90625,2,15,122,0,16,128
12714,sphere,polar,1,3.90625,0,6,71,0,16,128
35867,sphere,polar,1,1.95312,15,40,40,0,16,128
35874,sphere,polar,1,1.95312,0,31,31,0,16,128
35866,sphere,polar,1,1.95312,0,18,18,0,16,128
586974,sphere,polar,1,3.90625,4,13,75,0,16,128
586975,sphere,polar,1,3.90625,0,4,33,0,16,128
586981,sphere,polar,1,3.90625,0,6,95,0,16,128
439812,sphere,polar,1,1.95312,24,73,73,0,16,128
439813,sphere,polar,1,1.95312,0,70,70,0,16,128
503621,sphere,polar,1,1.95312,2,13,32,0,16,128
503622,sphere,polar,1,1.95312,22,30,105,0,16,128
503623,sphere,polar,1,1.95312,19,28,102,0,16,128
503624,sphere,polar,1,1.95312,6,22,106,0,16,128
503596,sphere,polar,1,1.95312,0,11,37,0,16,128
503599,sphere,polar,1,1.95312,0,16,38,0,16,128
567237,sphere,polar,1,3.90625,0,31,95,0,16,128
567218,sphere,polar,1,1.95312,0,0,22,0,16,128
567220,sphere,polar,1,1.95312,0,11,39,0,16,128
567221,sphere,polar,1,1.95312,0,5,25,0,16,128
133804,sphere,polar,1,1.95312,0,5,50,0,16,128
133805,sphere,polar,1,1.95312,0,6,79,0,16,128
133802,sphere,polar,1,1.95312,20,33,62,0,16,128
133803,sphere,polar,1,1.95312,1,9,24,0,16,128
526,sphere,polar,1,3.90625,5,21,44,0,16,128
529,sphere,polar,1,3.90625,2,14,50,0,16,128
114800,sphere,polar,1,1.95312,8,13,35,0,16,128
114805,sphere,polar,1,1.95312,0,5,40,0,16,128
114180,sphere,polar,1,1.95312,0,13,83,0,16,128
114185,sphere,polar,1,1.95312,1,4,63,0,16,128
600710,sphere,polar,1,3.90625,1,25,120,0,16,128
600712,sphere,polar,1,1.95312,0,4,29,0,16,128
309186,sphere,polar,1,0.976562,0,7,19,0,16,128
309187,sphere,polar,1,0.976562,1,1,27,0,16,128
309181,sphere,polar,1,1.95312,1,12,123,0,16,128
115649,sphere,polar,1,0.976562,14,21,21,0,16,128
115650,sphere,polar,1,0.976562,1,10,22,0,16,128
115636,sphere,polar,1,1.95312,21,24,121,0,16,128
378931,sphere,polar,1,1.95312,6,23,93,0,16,128
378932,sphere,polar,1,1.95312,0,0,96,0,16,128
378940,sphere,polar,1,0.976562,0,0,17,0,16,128
378943,sphere,polar,1,0.976562,0,12,40,0,16,128
378944,sphere,polar,1,0.976562,32,48,48,0,16,128
378709,sphere,polar,1,3.90625,0,14,61,0,16,128
189502,sphere,polar,1,1.95312,0,93,93,0,16,128
189484,sphere,polar,1,1.95312,3,112,112,0,16,128
189485,sphere,polar,1,0.976562,1,5,20,0,16,128
189486,sphere,polar,1,0.976562,0,3,34,0,16,128
189488,sphere,polar,1,0.976562,19,24,24,0,16,128
189489,sphere,polar,1,0.976562,12,28,28,0,16,128
189491,sphere,polar,1,0.976562,0,13,22,0,16,128
189492,sphere,polar,1,0.976562,0,7,40,0,16,128
375530,sphere,polar,1,1.95312,0,0,59,0,16,128
375531,sphere,polar,1,1.95312,23,30,58,0,16,128
375535,sphere,polar,1,1.95312,0,4,79,0,16,128
375526,sphere,polar,1,1.95312,0,29,72,0,16,128
323025,sphere,polar,1,1.95312,0,5,84,0,16,128
323020,sphere,polar,1,3.90625,27,46,83,0,16,128
323016,sphere,polar,1,1.95312,0,1,80,0,16,128
4627,sphere,polar,1,7.81249,0,0,83,0,16,128
4631,sphere,polar,1,3.90625,0,0,128,0,16,128
4626,sphere,polar,1,3.90625,0,13,40,0,16,128
4574,sphere,polar,1,1.95312,1,5,24,0,16,128
4575,sphere,polar,1,1.95312,0,3,28,0,16,128
4578,sphere,polar,1,1.95312,1,7,34,0,16,128
4579,sphere,polar,1,1.95312,10,13,49,0,16,128
268360,sphere,polar,1,1.95312,0,14,45,0,16,128
268352,sphere,polar,1,0.976562,12,12,34,0,16,128
268355,sphere,polar,1,0.976562,15,30,30,0,16,128
265755,sphere,polar,1,7.81249,0,1,115,0,16,128
14606,sphere,polar,1,1.95312,3,38,38,0,16,128
181482,sphere,polar,1,1.95312,0,6,22,0,16,128
181473,sphere,polar,1,1.95312,0,34,73,0,16,128
181459,sphere,polar,1,1.95312,0,4,27,0,16,128
181445,sphere,polar,1,1.95312,11,13,19,0,16,128
181436,sphere,polar,1,1.95312,18,18,23,0,16,128
323031,sphere,polar,1,1.95312,2,15,121,0,16,128
323032,sphere,polar,1,1.95312,4,4,24,0,16,128
323029,sphere,polar,1,1.95312,16,20,106,0,16,128
323030,sphere,polar,1,1.95312,0,0,18,0,16,128
375650,sphere,polar,1,1.95312,0,24,33,0,16,128
375636,sphere,polar,1,1.95312,0,31,48,0,16,128
375641,sphere,polar,1,1.95312,17,26,40,0,16,128
250388,sphere,polar,1,3.90625,19,30,50,0,16,128
89008,sphere,polar,1,1.95312,0,0,41,0,16,128
89009,sphere,polar,1,1.95312,0,0,32,0,16,128
89002,sphere,polar,1,1.95312,9,12,23,0,16,128
89003,sphere,polar,1,1.95312,0,10,31,0,16,128
88988,sphere,polar,1,3.90625,0,2,103,0,16,128
29628,sphere,polar,1,1.95312,0,44,44,0,16,128
29612,sphere,polar,1,1.95312,11,44,44,0,16,128
29613,sphere,polar,1,1.95312,1,34,34,0,16,128
182007,sphere,polar,1,1.95312,1,5,31,0,16,128
182008,sphere,polar,1,1.95312,4,35,119,0,16,128
181943,sphere,polar,1,1.95312,1,46,87,0,16,128
181944,sphere,polar,1,1.95312,0,35,110,0,16,128
181945,sphere,polar,1,1.95312,3,9,107,0,16,128
592159,sphere,polar,1,1.95312,7,12,31,0,16,128
592160,sphere,polar,1,1.95312,1,12,29,0,16,128
592166,sphere,polar,1,1.95312,0,6,33,0,16,128
589194,sphere,polar,1,1.95312,0,5,49,0,16,128
589195,sphere,polar,1,1.95312,0,5,30,0,16,128
589201,sphere,polar,1,1.95312,5,10,48,0,16,128
230254,sphere,polar,1,1.95312,0,1,55,0,16,128
230234,sphere,polar,1,0.976562,0,3,30,0,16,128
230240,sphere,polar,1,0.976562,13,13,46,0,16,128
230231,sphere,polar,1,0.976562,10,11,48,0,16,128
230232,sphere,polar,1,0.976562,7,9,38,0,16,128
145519,sphere,polar,1,1.95312,0,14,125,0,16,128
145520,sphere,polar,1,1.95312,0,30,57,0,16,128
145495,sphere,polar,1,1.95312,7,45,101,0,16,128
145496,sphere,polar,1,1.95312,2,9,57,0,16,128
145498,sphere,polar,1,1.95312,0,29,118,0,16,128
282300,sphere,polar,1,1.95312,0,59,59,0,16,128
282296,sphere,polar,1,1.95312,0,26,26,0,16,128
282299,sphere,polar,1,1.95312,13,59,59,0,16,128
57706,sphere,polar,1,7.81249,8,12,24,0,16,128
476535,sphere,polar,1,1.95312,2,84,84,0,16,128
379596,sphere,polar,1,1.95312,0,0,26,0,16,128
379550,sphere,polar,1,1.95312,0,11,67,0,16,128
379551,sphere,polar,1,1.95312,14,24,98,0,16,128
379438,sphere,polar,1,1.95312,0,6,60,0,16,128
379439,sphere,polar,1,1.95312,0,3,62,0,16,128
379440,sphere,polar,1,1.95312,7,11,27,0,16,128
125887,sphere,polar,1,1.95312,9,18,20,0,16,128
125892,sphere,polar,1,1.95312,16,18,19,0,16,128
240273,sphere,polar,1,0.976562,10,37,37,0,16,128
240274,sphere,polar,1,0.976562,0,1,24,0,16,128
240044,sphere,polar,1,1.95312,18,26,128,0,16,128
240079,sphere,polar,1,1.95312,0,18,36,0,16,128
316902,sphere,polar,1,1.95312,3,4,70,0,16,128
316883,sphere,polar,1,0.976562,3,20,39,0,16,128
316847,sphere,polar,1,1.95312,31,38,85,0,16,128
316829,sphere,polar,1,1.95312,6,10,39,0,16,128
594997,sphere,polar,1,7.81249,0,0,98,0,16,128
594998,sphere,polar,1,7.81249,3,6,77,0,16,128
363399,sphere,polar,1,1.95312,10,17,17,0,16,128
288151,sphere,polar,1,1.95312,0,15,96,0,16,128
288144,sphere,polar,1,1.95312,20,25,76,0,16,128
288128,sphere,polar,1,1.95312,6,9,42,0,16,128
38447,sphere,polar,1,1.95312,0,35,35,0,16,128
29464,sphere,polar,1,1.95312,10,49,49,0,16,128
29465,sphere,polar,1,1.95312,0,39,39,0,16,128
518787,sphere,polar,1,1.95312,0,3,17,0,16,128
518788,sphere,polar,1,1.95312,5,8,41,0,16,128
237867,sphere,polar,1,1.95312,0,3,58,0,16,128
237868,sphere,polar,1,1.95312,0,27,61,0,16,128
235114,sphere,polar,1,1.95312,1,3,70,0,16,128
235115,sphere,polar,1,1.95312,1,6,110,0,16,128
235120,sphere,polar,1,1.95312,2,36,99,0,16,128
235121,sphere,polar,1,1.95312,16,20,123,0,16,128
235112,sphere,polar,1,1.95312,1,14,95,0,16,128
483491,sphere,polar,1,1.95312,0,15,119,0,16,128
483492,sphere,polar,1,1.95312,3,7,52,0,16,128
483186,sphere,polar,1,1.95312,0,5,65,0,16,128
483117,sphere,polar,1,1.95312,0,1,62,0,16,128
482946,sphere,polar,1,1.95312,2,23,86,0,16,128
482947,sphere,polar,1,1.95312,8,13,85,0,16,128
574913,sphere,polar,1,3.90625,2,17,85,0,16,128
574918,sphere,polar,1,1.95312,1,2,25,0,16,128
309192,sphere,polar,1,1.95312,0,19,92,0,16,128
309178,sphere,polar,1,0.976562,0,6,24,0,16,128
115656,sphere,polar,1,0.976562,5,34,34,0,16,128
115657,sphere,polar,1,0.976562,11,17,17,0,16,128
115659,sphere,polar,1,0.976562,1,11,30,0,16,128
115635,sphere,polar,1,1.95312,11,11,53,0,16,128
445684,sphere,polar,1,1.95312,2,18,94,0,16,128
445685,sphere,polar,1,1.95312,20,26,67,0,16,128
445669,sphere,polar,1,1.95312,8,15,126,0,16,128
473456,sphere,polar,1,1.95312,0,18,51,0,16,128
473459,sphere,polar,1,1.95312,0,0,28,0,16,128
473455,sphere,polar,1,1.95312,0,32,51,0,16,128
367642,sphere,polar,1,1.95312,33,39,110,0,16,128
367643,sphere,polar,1,1.95312,1,2,19,0,16,128
367638,sphere,polar,1,0.976562,1,9,46,0,16,128
367537,sphere,polar,1,1.95312,2,23,105,0,16,128
366385,sphere,polar,1,3.90625,0,12,72,0,16,128
366377,sphere,polar,1,1.95312,23,79,79,0,16,128
366380,sphere,polar,1,1.95312,0,21,21,0,16,128
99561,sphere,polar,1,3.90625,0,6,126,0,16,128
99570,sphere,polar,1,1.95312,0,33,82,0,16,128
99571,sphere,polar,1,1.95312,0,15,100,0,16,128
99576,sphere,polar,1,1.95312,18,26,60,0,16,128
99577,sphere,polar,1,1.95312,6,28,89,0,16,128
99562,sphere,polar,1,1.95312,0,19,94,0,16,128
99565,sphere,polar,1,1.95312,2,12,45,0,16,128
99566,sphere,polar,1,1.95312,1,14,69,0,16,128
99569,sphere,polar,1,1.95312,0,3,51,0,16,128
99554,sphere,polar,1,1.95312,0,20,22,0,16,128
276459,sphere,polar,1,1.95312,1,10,41,0,16,128
276422,sphere,polar,1,1.95312,4,15,43,0,16,128
276417,sphere,polar,1,1.95312,4,7,42,0,16,128
276363,sphere,polar,1,1.95312,2,8,43,0,16,128
99596,sphere,polar,1,1.95312,0,7,40,0,16,128
99570,sphere,polar,1,1.95312,7,18,82,0,16,128
99571,sphere,polar,1,1.95312,0,4,100,0,16,128
99572,sphere,polar,1,1.95312,0,0,48,0,16,128
99573,sphere,polar,1,1.95312,12,27,110,0,16,128
63584,sphere,polar,1,1.95312,0,0,24,0,16,128
63585,sphere,polar,1,1.95312,1,2,24,0,16,128
63588,sphere,polar,1,1.95312,6,11,54,0,16,128
62594,sphere,polar,1,1.95312,0,13,76,0,16,128
36935,sphere,polar,1,7.81249,4,22,50,0,16,128
36997,sphere,polar,1,3.90625,6,40,122,0,16,128
284037,sphere,polar,1,1.95312,0,10,42,0,16,128
284048,sphere,polar,1,1.95312,19,27,128,0,16,128
284051,sphere,polar,1,1.95312,15,22,96,0,16,128
284045,sphere,polar,1,0.976562,0,9,41,0,16,128
284046,sphere,polar,1,0.976562,0,3,18,0,16,128
283703,sphere,polar,1,1.95312,0,8,89,0,16,128
522111,sphere,polar,1,1.95312,12,72,72,0,16,128
517291,sphere,polar,1,1.95312,12,76,76,0,16,128
208217,sphere,polar,1,7.81249,2,23,65,0,16,128
208505,sphere,polar,1,0.976562,0,12,57,0,16,128
208483,sphere,polar,1,1.95312,0,1,18,0,16,128
208228,sphere,polar,1,1.95312,1,10,123,0,16,128
208230,sphere,polar,1,0.976562,0,7,26,0,16,128
208235,sphere,polar,1,0.976562,19,21,21,0,16,128
208236,sphere,polar,1,0.976562,19,24,24,0,16,128
369205,sphere,polar,1,1.95312,17,24,110,0,16,128
369206,sphere,polar,1,1.95312,2,5,71,0,16,128
369158,sphere,polar,1,0.976562,0,19,19,0,16,128
368991,sphere,polar,1,1.95312,4,23,93,0,16,128
91739,sphere,polar,1,1.95312,1,5,65,0,16,128
91242,sphere,polar,1,1.95312,10,12,40,0,16,128
91243,sphere,polar,1,1.95312,0,7,37,0,16,128
52834,sphere,polar,1,15.625,0,8,57,0,16,128
53000,sphere,polar,1,1.95312,2,18,66,0,16,128
442335,sphere,polar,1,1.95312,1,19,98,0,16,128
431627,sphere,polar,1,1.95312,24,34,115,0,16,128
431559,sphere,polar,1,1.95312,0,2,36,0,16,128
398856,sphere,polar,1,1.95312,0,1,117,0,16,128
398830,sphere,polar,1,0.976562,0,9,33,0,16,128
398833,sphere,polar,1,0.976562,0,0,26,0,16,128
398526,sphere,polar,1,1.95312,7,11,56,0,16,128
398525,sphere,polar,1,1.95312,13,42,112,0,16,128
12950,sphere,polar,1,3.90625,2,15,122,0,16,128
12714,sphere,polar,1,3.90625,0,6,71,0,16,128
35867,sphere,polar,1,1.95312,15,40,40,0,16,128
35874,sphere,polar,1,1.95312,0,31,31,0,16,128
35866,sphere,polar,1,1.95312,0,18,18,0,16,128
586974,sphere,polar,1,3.90625,4,13,75,0,16,128
586975,sphere,polar,1,3.90625,0,4,33,0,16,128
586981,sphere,polar,1,3.90625,0,6,95,0,16,128
439812,sphere,polar,1,1.95312,24,73,73,0,16,128
439813,sphere,polar,1,1.95312,0,70,70,0,16,128
503621,sphere,polar,1,1.95312,2,13,32,0,16,128
503622,sphere,polar,1,1.95312,22,30,105,0,16,128
503623,sphere,polar,1,1.95312,19,28,102,0,16,128
503624,sphere,polar,1,1.95312,6,22,106,0,16,128
503596,sphere,polar,1,1.95312,0,11,37,0,16,128
503599,sphere,polar,1,1.95312,0,16,38,0,16,128
567237,sphere,polar,1,3.90625,0,31,95,0,16,128
567218,sphere,polar,1,1.95312,0,0,22,0,16,128
567220,sphere,polar,1,1.95312,0,11,39,0,16,128
567221,sphere,polar,1,1.95312,0,5,25,0,16,128
133804,sphere,polar,1,1.95312,0,5,50,0,16,128
133805,sphere,polar,1,1.95312,0,6,79,0,16,128
133802,sphere,polar,1,1.95312,20,33,62,0,16,128
133803,sphere,polar,1,1.95312,1,9,24,0,16,128
526,sphere,polar,1,3.90625,5,21,44,0,16,128
529,sphere,polar,1,3.90625,2,14,50,0,16,128
114800,sphere,polar,1,1.95312,8,13,35,0,16,128
114805,sphere,polar,1,1.95312,0,5,40,0,16,128
114180,sphere,polar,1,1.95312,0,13,83,0,16,128
114185,sphere,polar,1,1.95312,1,4,63,0,16,128
600710,sphere,polar,1,3.90625,1,25,120,0,16,128
600712,sphere,polar,1,1.95312,0,4,29,0,16,128
309186,sphere,polar,1,0.976562,0,7,19,0,16,128
309187,sphere,polar,1,0.976562,1,1,27,0,16,128
309181,sphere,polar,1,1.95312,1,12,123,0,16,128
115649,sphere,polar,1,0.976562,14,21,21,0,16,128
115650,sphere,polar,1,0.976562,1,10,22,0,16,128
115636,sphere,polar,1,1.95312,21,24,121,0,16,128
378931,sphere,polar,1,1.95312,6,23,93,0,16,128
378932,sphere,polar,1,1.95312,0,0,96,0,16,128
378940,sphere,polar,1,0.976562,0,0,17,0,16,128
378943,sphere,polar,1,0.976562,0,12,40,0,16,128
378944,sphere,polar,1,0.976562,32,48,48,0,16,128
378709,sphere,polar,1,3.90625,0,14,61,0,16,128
189502,sphere,polar,1,1.95312,0,93,93,0,16,128
189484,sphere,polar,1,1.95312,3,112,112,0,16,128
189485,sphere,polar,1,0.976562,1,5,20,0,16,128
189486,sphere,polar,1,0.976562,0,3,34,0,16,128
189488,sphere,polar,1,0.976562,19,24,24,0,16,128
189489,sphere,polar,1,0.976562,12,28,28,0,16,128
189491,sphere,polar,1,0.976562,0,13,22,0,16,128
189492,sphere,polar,1,0.976562,0,7,40,0,16,128
375530,sphere,polar,1,1.95312,0,0,59,0,16,128
375531,sphere,polar,1,1.95312,23,30,58,0,16,128
375535,sphere,polar,1,1.95312,0,4,79,0,16,128
375526,sphere,polar,1,1.95312,0,29,72,0,16,128
323025,sphere,polar,1,1.95312,0,5,84,0,16,128
323020,sphere,polar,1,3.90625,27,46,83,0,16,128
323016,sphere,polar,1,1.95312,0,1,80,0,16,128
4627,sphere,polar,1,7.81249,0,0,83,0,16,128
4631,sphere,polar,1,3.90625,0,0,128,0,16,128
4626,sphere,polar,1,3.90625,0,13,40,0,16,128
4574,sphere,polar,1,1.95312,1,5,24,0,16,128
4575,sphere,polar,1,1.95312,0,3,28,0,16,128
4578,sphere,polar,1,1.95312,1,7,34,0,16,128
4579,sphere,polar,1,1.95312,10,13,49,0,16,128
268360,sphere,polar,1,1.95312,0,14,45,0,16,128
268352,sphere,polar,1,0.976562,12,12,34,0,16,128
268355,sphere,polar,1,0.976562,15,30,30,0,16,128
265755,sphere,polar,1,7.81249,0,1,115,0,16,128
14606,sphere,polar,1,1.95312,3,38,38,0,16,128
181482,sphere,polar,1,1.95312,0,6,22,0,16,128
181473,sphere,polar,1,1.95312,0,34,73,0,16,128
181459,sphere,polar,1,1.95312,0,4,27,0,16,128
181445,sphere,polar,1,1.95312,11,13,19,0,16,128
181436,sphere,polar,1,1.95312,18,18,23,0,16,128
323031,sphere,polar,1,1.95312,2,15,121,0,16,128
323032,sphere,polar,1,1.95312,4,4,24,0,16,128
323029,sphere,polar,1,1.95312,16,20,106,0,16,128
323030,sphere,polar,1,1.95312,0,0,18,0,16,128
375650,sphere,polar,1,1.95312,0,24,33,0,16,128
375636,sphere,polar,1,1.95312,0,31,48,0,16,128
375641,sphere,polar,1,1.95312,17,26,40,0,16,128
250388,sphere,polar,1,3.90625,19,30,50,0,16,128
89008,sphere,polar,1,1.95312,0,0,41,0,16,128
89009,sphere,polar,1,1.95312,0,0,32,0,16,128
89002,sphere,polar,1,1.95312,9,12,23,0,16,128
89003,sphere,polar,1,1.95312,0,10,31,0,16,128
88988,sphere,polar,1,3.90625,0,2,103,0,16,128
29628,sphere,polar,1,1.95312,0,44,44,0,16,128
29612,sphere,polar,1,1.95312,11,44,44,0,16,128
29613,sphere,polar,1,1.95312,1,34,34,0,16,128
182007,sphere,polar,1,1.95312,1,5,31,0,16,128
182008,sphere,polar,1,1.95312,4,35,119,0,16,128
181943,sphere,polar,1,1.95312,1,46,87,0,16,128
181944,sphere,polar,1,1.95312,0,35,110,0,16,128
181945,sphere,polar,1,1.95312,3,9,107,0,16,128
592159,sphere,polar,1,1.95312,7,12,31,0,16,128
592160,sphere,polar,1,1.95312,1,12,29,0,16,128
592166,sphere,polar,1,1.95312,0,6,33,0,16,128
589194,sphere,polar,1,1.95312,0,5,49,0,16,128
589195,sphere,polar,1,1.95312,0,5,30,0,16,128
589201,sphere,polar,1,1.95312,5,10,48,0,16,128
230254,sphere,polar,1,1.95312,0,1,55,0,16,128
230234,sphere,polar,1,0.976562,0,3,30,0,16,128
230240,sphere,polar,1,0.976562,13,13,46,0,16,128
230231,sphere,polar,1,0.976562,10,11,48,0,16,128
230232,sphere,polar,1,0.976562,7,9,38,0,16,128
145519,sphere,polar,1,1.95312,0,14,125,0,16,128
145520,sphere,polar,1,1.95312,0,30,57,0,16,128
145495,sphere,polar,1,1.95312,7,45,101,0,16,128
145496,sphere,polar,1,1.95312,2,9,57,0,16,128
145498,sphere,polar,1,1.95312,0,29,118,0,16,128
282300,sphere,polar,1,1.95312,0,59,59,0,16,128
282296,sphere,polar,1,1.95312,0,26,26,0,16,128
282299,sphere,polar,1,1.95312,13,59,59,0,16,128
57706,sphere,polar,1,7.81249,8,12,24,0,16,128
476535,sphere,polar,1,1.95312,2,84,84,0,16,128
379596,sphere,polar,1,1.95312,0,0,26,0,16,128
379550,sphere,polar,1,1.95312,0,11,67,0,16,128
379551,sphere,polar,1,1.95312,14,24,98,0,16,128
379438,sphere,polar,1,1.95312,0,6,60,0,16,128
379439,sphere,polar,1,1.95312,0,3,62,0,16,128
379440,sphere,polar,1,1.95312,7,11,27,0,16,128
125887,sphere,polar,1,1.95312,9,18,20,0,16,128
125892,sphere,polar,1,1.95312,16,18,19,0,16,128
240273,sphere,polar,1,0.976562,10,37,37,0,16,128
240274,sphere,polar,1,0.976562,0,1,24,0,16,128
240044,sphere,polar,1,1.95312,18,26,128,0,16,128
240079,sphere,polar,1,1.95312,0,18,36,0,16,128
316902,sphere,polar,1,1.95312,3,4,70,0,16,128
316883,sphere,polar,1,0.976562,3,20,39,0,16,128
316847,sphere,polar,1,1.95312,31,38,85,0,16,128
316829,sphere,polar,1,1.95312,6,10,39,0,16,128
594997,sphere,polar,1,7.81249,0,0,98,0,16,128
594998,sphere,polar,1,7.81249,3,6,77,0,16,128
363399,sphere,polar,1,1.95312,10,17,17,0,16,128
288151,sphere,polar,1,1.95312,0,15,96,0,16,128
288144,sphere,polar,1,1.95312,20,25,76,0,16,128
288128,sphere,polar,1,1.95312,6,9,42,0,16,128
38447,sphere,polar,1,1.95312,0,35,35,0,16,128
29464,sphere,polar,1,1.95312,10,49,49,0,16,128
29465,sphere,polar,1,1.95312,0,39,39,0,16,128
518787,sphere,polar,1,1.95312,0,3,17,0,16,128
518788,sphere,polar,1,1.95312,5,8,41,0,16,128
238139,sphere,polar,2,7.81249,0,8,99,0,16,128
237882,sphere,polar,2,1.95312,0,6,93,0,16,128
237867,sphere,polar,2,1.95312,11,22,58,0,16,128
237868,sphere,polar,2,1.95312,34,58,61,0,16,128
237873,sphere,polar,2,1.95312,3,33,68,0,16,128
237880,sphere,polar,2,0.976562,6,16,46,0,16,128
235114,sphere,polar,2,1.95312,0,8,70,0,16,128
235115,sphere,polar,2,1.95312,0,14,110,0,16,128
235120,sphere,polar,2,1.95312,60,99,99,0,16,128
