date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,threshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-06-07-14:47:26,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsPrune,sphere,1,none,10000,random,5,16,1024,0.0361151,0.00722302,0.00721154,0.000419974,1,0.00930616,24,0,40,dynamic
2026-06-07-14:47:26,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsPrune,sphere,2,none,10000,random,5,16,1024,0.0576331,0.0115266,0.0115268,0.000239982,1,0.0114693,122,0,40,dynamic
2026-06-07-14:47:26,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsPrune,sphere,3,none,10000,random,5,16,1024,0.0843872,0.0168774,0.0168892,0.000304855,1,0.0170899,319,0,40,dynamic
2026-06-07-14:47:27,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsPrune,sphere,5,none,10000,random,5,16,1024,0.146346,0.0292693,0.0292525,0.000288558,1,0.0303414,1069,0,40,dynamic
2026-06-07-14:47:27,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsPrune,sphere,6,none,10000,random,5,16,1024,0.200137,0.0400274,0.0391076,0.00292274,1,0.0367986,1639,0,40,dynamic
2026-06-07-14:47:27,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsPrune,sphere,7,none,10000,random,5,16,1024,0.231811,0.0463622,0.0457624,0.00193633,1,0.0458581,2348,0,40,dynamic
2026-06-07-14:47:27,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsPrune,sphere,8,none,10000,random,5,16,1024,0.285134,0.0570268,0.0574253,0.00317868,1,0.0523927,3201,0,40,dynamic
2026-06-07-14:47:28,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsPrune,sphere,10,none,10000,random,5,16,1024,0.35737,0.071474,0.0715352,0.00256916,1,0.0708452,5345,0,40,dynamic
2026-06-07-14:47:28,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsStruct,sphere,1,none,10000,random,5,16,1024,0.0288626,0.00577253,0.00577946,5.42967e-05,1,0.00567582,24,0,40,dynamic
2026-06-07-14:47:28,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsStruct,sphere,2,none,10000,random,5,16,1024,0.0491504,0.00983009,0.00981618,0.000132789,1,0.00992042,122,0,40,dynamic
2026-06-07-14:47:28,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsStruct,sphere,3,none,10000,random,5,16,1024,0.0748576,0.0149715,0.0150818,0.000168669,1,0.0149858,319,0,40,dynamic
2026-06-07-14:47:28,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsStruct,sphere,5,none,10000,random,5,16,1024,0.130668,0.0261336,0.025775,0.000617282,1,0.0268106,1069,0,40,dynamic
2026-06-07-14:47:28,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsStruct,sphere,6,none,10000,random,5,16,1024,0.21391,0.042782,0.0424182,0.00111266,1,0.0371269,1639,0,40,dynamic
2026-06-07-14:47:29,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsStruct,sphere,7,none,10000,random,5,16,1024,0.265387,0.0530773,0.0530407,0.00107747,1,0.0548251,2348,0,40,dynamic
2026-06-07-14:47:29,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsStruct,sphere,8,none,10000,random,5,16,1024,0.318448,0.0636896,0.0640103,0.00133991,1,0.063652,3201,0,40,dynamic
2026-06-07-14:47:30,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsStruct,sphere,10,none,10000,random,5,16,1024,0.421367,0.0842734,0.084122,0.0010447,1,0.084572,5345,0,40,dynamic
2026-06-07-14:47:30,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsPrune,cube,1,none,10000,random,5,16,1024,0.038651,0.0077302,0.00773861,0.000174635,1,0.00771061,39,0,40,dynamic
2026-06-07-14:47:30,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsPrune,cube,2,none,10000,random,5,16,1024,0.0680572,0.0136114,0.0137371,0.000395435,1,0.0136497,198,0,40,dynamic
2026-06-07-14:47:30,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsPrune,cube,3,none,10000,random,5,16,1024,0.103524,0.0207049,0.0203505,0.00057574,1,0.0200548,518,0,40,dynamic
2026-06-07-14:47:30,linOct,PointsAoS,MortonEncoder3D,18496674,neighborsPrune,cube,5,none,10000,random,5,16,1024,0.197477,0.0394955,0.0393922,0.00074186,1,0.0406509,1715,0,40,dynamic
