date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-12:02:01,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,none,50000,random,5,32,128,0.468939,0.0937877,0.0930919,0.00169411,1,0.108445,5017,0,40,dynamic
2026-05-13-12:02:03,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,none,50000,random,5,32,128,1.27241,0.254482,0.254367,0.00136856,1,0.257419,20226,0,40,dynamic
2026-05-13-12:02:09,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,none,50000,random,5,32,128,4.95532,0.991064,0.98889,0.00660619,1,1.04668,81170,0,40,dynamic
2026-05-13-12:02:24,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,none,50000,random,5,32,128,12.9243,2.58486,2.57987,0.0134847,1,2.61489,180094,0,40,dynamic
2026-05-13-12:02:25,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,none,50000,random,5,32,128,0.504848,0.10097,0.100932,0.000262278,1,0.10191,6688,0,40,dynamic
2026-05-13-12:02:27,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,none,50000,random,5,32,128,1.45151,0.290302,0.289969,0.000975418,1,0.292252,27104,0,40,dynamic
2026-05-13-12:02:34,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,none,50000,random,5,32,128,6.3454,1.26908,1.27086,0.00826592,1,1.27686,108896,0,40,dynamic
2026-05-13-12:02:55,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,none,50000,random,5,32,128,17.2343,3.44686,3.4429,0.0124914,1,3.44398,241773,0,40,dynamic
2026-05-13-12:02:56,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,polar,50000,random,5,32,128,0.63078,0.126156,0.125534,0.00248345,1,0.144216,5017,0,40,dynamic
2026-05-13-12:02:58,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,polar,50000,random,5,32,128,1.64009,0.328019,0.327393,0.00138213,1,0.334328,20226,0,40,dynamic
2026-05-13-12:03:05,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,polar,50000,random,5,32,128,5.83444,1.16689,1.16548,0.00634249,1,1.18493,81170,0,40,dynamic
2026-05-13-12:03:22,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,polar,50000,random,5,32,128,13.7997,2.75994,2.75359,0.011142,1,2.78157,180094,0,40,dynamic
