date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-12:07:56,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,none,50000,random,5,8,256,0.586275,0.117255,0.117857,0.00281017,1,0.13184,5017,0,40,dynamic
2026-05-13-12:07:58,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,none,50000,random,5,8,256,1.49869,0.299737,0.298885,0.00146635,1,0.29676,20226,0,40,dynamic
2026-05-13-12:08:04,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,none,50000,random,5,8,256,5.12242,1.02448,1.02364,0.00584494,1,1.17805,81170,0,40,dynamic
2026-05-13-12:08:19,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,none,50000,random,5,8,256,12.4101,2.48202,2.47845,0.00827231,1,2.51589,180094,0,40,dynamic
2026-05-13-12:08:20,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,none,50000,random,5,8,256,0.646239,0.129248,0.129354,0.000515295,1,0.129448,6688,0,40,dynamic
2026-05-13-12:08:22,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,none,50000,random,5,8,256,1.72819,0.345638,0.344986,0.00118586,1,0.346528,27104,0,40,dynamic
2026-05-13-12:08:29,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,none,50000,random,5,8,256,6.11844,1.22369,1.22352,0.00541547,1,1.22969,108896,0,40,dynamic
2026-05-13-12:08:49,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,none,50000,random,5,8,256,16.869,3.37379,3.37412,0.017626,1,3.36687,241773,0,40,dynamic
2026-05-13-12:08:51,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,polar,50000,random,5,8,256,0.983171,0.196634,0.195026,0.00408595,1,0.224217,5017,0,40,dynamic
2026-05-13-12:08:53,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,polar,50000,random,5,8,256,2.2473,0.449461,0.449529,0.00147049,1,0.456696,20226,0,40,dynamic
2026-05-13-12:09:01,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,polar,50000,random,5,8,256,6.01786,1.20357,1.20246,0.00342992,1,1.21479,81170,0,40,dynamic
2026-05-13-12:09:17,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,polar,50000,random,5,8,256,13.3796,2.67593,2.66886,0.0112758,1,2.69277,180094,0,40,dynamic
2026-05-13-12:09:18,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,polar,50000,random,5,8,256,1.11034,0.222068,0.222112,0.000188475,1,0.222247,6688,0,40,dynamic
2026-05-13-12:09:21,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,polar,50000,random,5,8,256,2.66073,0.532146,0.530615,0.00356113,1,0.53274,27104,0,40,dynamic
2026-05-13-12:09:30,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,polar,50000,random,5,8,256,7.41926,1.48385,1.48522,0.00538206,1,1.49933,108896,0,40,dynamic
2026-05-13-12:09:51,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,polar,50000,random,5,8,256,17.3456,3.46912,3.47427,0.0103233,1,3.48651,241773,0,40,dynamic
2026-05-13-12:09:53,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,cartesian,50000,random,5,8,256,1.26595,0.253191,0.252744,0.00500036,1,0.285564,5017,0,40,dynamic
2026-05-13-12:09:57,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,cartesian,50000,random,5,8,256,3.03953,0.607906,0.604871,0.00445815,1,0.627035,20226,0,40,dynamic
2026-05-13-12:10:08,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,cartesian,50000,random,5,8,256,8.97045,1.79409,1.79334,0.00434493,1,1.81634,81170,0,40,dynamic
2026-05-13-12:10:28,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,cartesian,50000,random,5,8,256,17.4537,3.49073,3.49133,0.00801911,1,3.52197,180094,0,40,dynamic
2026-05-13-12:10:30,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,cartesian,50000,random,5,8,256,0.943097,0.188619,0.188298,0.000676863,1,0.19165,6688,0,40,dynamic
2026-05-13-12:10:32,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,cartesian,50000,random,5,8,256,2.38538,0.477076,0.477209,0.00224542,1,0.483052,27104,0,40,dynamic
2026-05-13-12:10:42,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,cartesian,50000,random,5,8,256,8.09066,1.61813,1.62016,0.00376995,1,1.63286,108896,0,40,dynamic
2026-05-13-12:11:03,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,cartesian,50000,random,5,8,256,17.5253,3.50505,3.50335,0.00879006,1,3.52031,241773,0,40,dynamic
2026-05-13-12:11:08,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,0.5,none,50000,random,5,8,256,0.53925,0.10785,0.10733,0.00129833,1,0.128468,4968,0,40,dynamic
2026-05-13-12:11:10,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,1,none,50000,random,5,8,256,1.43493,0.286986,0.28676,0.000870227,1,0.282335,20058,0,40,dynamic
2026-05-13-12:11:16,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,2,none,50000,random,5,8,256,4.91045,0.98209,0.982346,0.00321642,1,0.982855,80596,0,40,dynamic
2026-05-13-12:11:30,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,3,none,50000,random,5,8,256,12.0627,2.41253,2.40776,0.0104519,1,2.40894,179163,0,40,dynamic
2026-05-13-12:11:31,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,0.5,none,50000,random,5,8,256,0.596456,0.119291,0.119201,0.000325168,1,0.119423,6628,0,40,dynamic
2026-05-13-12:11:33,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,1,none,50000,random,5,8,256,1.61463,0.322927,0.32294,0.00071062,1,0.323415,26902,0,40,dynamic
2026-05-13-12:11:40,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,2,none,50000,random,5,8,256,6.01113,1.20223,1.20135,0.00320942,1,1.20064,108234,0,40,dynamic
2026-05-13-12:12:00,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,3,none,50000,random,5,8,256,16.2943,3.25886,3.25724,0.00718737,1,3.2572,240727,0,40,dynamic
2026-05-13-12:12:01,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,0.5,polar,50000,random,5,8,256,0.966265,0.193253,0.192775,0.0037319,1,0.220337,4968,0,40,dynamic
2026-05-13-12:12:04,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,1,polar,50000,random,5,8,256,2.25527,0.451053,0.450426,0.00167892,1,0.456847,20058,0,40,dynamic
2026-05-13-12:12:11,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,2,polar,50000,random,5,8,256,6.24465,1.24893,1.24986,0.00220528,1,1.25246,80596,0,40,dynamic
2026-05-13-12:12:28,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,3,polar,50000,random,5,8,256,13.9127,2.78254,2.78131,0.0078809,1,2.77969,179163,0,40,dynamic
2026-05-13-12:12:29,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,0.5,polar,50000,random,5,8,256,1.08481,0.216963,0.21669,0.000637525,1,0.216845,6628,0,40,dynamic
2026-05-13-12:12:32,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,1,polar,50000,random,5,8,256,2.64391,0.528781,0.528571,0.000756201,1,0.529455,26902,0,40,dynamic
2026-05-13-12:12:42,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,2,polar,50000,random,5,8,256,7.64374,1.52875,1.52715,0.00359693,1,1.52694,108234,0,40,dynamic
2026-05-13-12:13:03,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,3,polar,50000,random,5,8,256,17.9429,3.58858,3.58261,0.0113135,1,3.58648,240727,0,40,dynamic
2026-05-13-12:13:05,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,0.5,cartesian,50000,random,5,8,256,1.25336,0.250673,0.250638,0.00528394,1,0.283551,4968,0,40,dynamic
2026-05-13-12:13:09,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,1,cartesian,50000,random,5,8,256,2.9795,0.5959,0.593779,0.00624091,1,0.61348,20058,0,40,dynamic
2026-05-13-12:13:20,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,2,cartesian,50000,random,5,8,256,8.97296,1.79459,1.79202,0.00477082,1,1.80658,80596,0,40,dynamic
2026-05-13-12:13:41,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,3,cartesian,50000,random,5,8,256,17.7161,3.54322,3.54343,0.00473815,1,3.54756,179163,0,40,dynamic
2026-05-13-12:13:42,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,0.5,cartesian,50000,random,5,8,256,0.931128,0.186226,0.186035,0.0009109,1,0.188711,6628,0,40,dynamic
2026-05-13-12:13:45,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,1,cartesian,50000,random,5,8,256,2.36615,0.473229,0.473785,0.000932434,1,0.472584,26902,0,40,dynamic
