date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-12:40:38,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,none,50000,random,5,32,512,0.632597,0.126519,0.125757,0.00151734,1,0.145156,5017,0,40,dynamic
2026-05-13-12:40:40,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,none,50000,random,5,32,512,1.68654,0.337309,0.336769,0.001426,1,0.341334,20226,0,40,dynamic
2026-05-13-12:40:47,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,none,50000,random,5,32,512,5.82496,1.16499,1.16379,0.00581667,1,1.18217,81170,0,40,dynamic
2026-05-13-12:41:02,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,none,50000,random,5,32,512,12.4584,2.49167,2.48968,0.00944773,1,2.51157,180094,0,40,dynamic
2026-05-13-12:41:03,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,none,50000,random,5,32,512,0.676248,0.13525,0.135411,0.000291055,1,0.136007,6688,0,40,dynamic
2026-05-13-12:41:05,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,none,50000,random,5,32,512,1.92125,0.384249,0.384371,0.0016797,1,0.386516,27104,0,40,dynamic
2026-05-13-12:41:13,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,none,50000,random,5,32,512,6.9771,1.39542,1.39229,0.00490632,1,1.40333,108896,0,40,dynamic
2026-05-13-12:41:32,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,none,50000,random,5,32,512,15.3077,3.06153,3.06406,0.00857345,1,3.0785,241773,0,40,dynamic
2026-05-13-12:41:33,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,polar,50000,random,5,32,512,1.01972,0.203945,0.201342,0.00621042,1,0.240823,5017,0,40,dynamic
2026-05-13-12:41:36,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,polar,50000,random,5,32,512,2.63862,0.527725,0.526267,0.0023294,1,0.538155,20226,0,40,dynamic
2026-05-13-12:41:46,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,polar,50000,random,5,32,512,8.25008,1.65002,1.64818,0.0040454,1,1.66486,81170,0,40,dynamic
2026-05-13-12:42:06,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,polar,50000,random,5,32,512,16.3471,3.26942,3.26789,0.00750499,1,3.2792,180094,0,40,dynamic
2026-05-13-12:42:07,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,polar,50000,random,5,32,512,1.21264,0.242529,0.242518,0.000628498,1,0.243635,6688,0,40,dynamic
2026-05-13-12:42:11,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,polar,50000,random,5,32,512,3.35594,0.671189,0.671372,0.00155091,1,0.673277,27104,0,40,dynamic
2026-05-13-12:42:24,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,polar,50000,random,5,32,512,10.426,2.0852,2.08312,0.00676881,1,2.09491,108896,0,40,dynamic
2026-05-13-12:42:48,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,polar,50000,random,5,32,512,20.5478,4.10956,4.10597,0.00909853,1,4.11519,241773,0,40,dynamic
2026-05-13-12:42:50,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,cartesian,50000,random,5,32,512,1.27279,0.254558,0.252792,0.00794886,1,0.289308,5017,0,40,dynamic
2026-05-13-12:42:54,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,cartesian,50000,random,5,32,512,3.22726,0.645451,0.642946,0.00503137,1,0.667606,20226,0,40,dynamic
2026-05-13-12:43:06,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,cartesian,50000,random,5,32,512,9.52768,1.90554,1.90355,0.00674128,1,1.93362,81170,0,40,dynamic
