date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-12:27:19,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,none,50000,random,5,8,512,0.678263,0.135653,0.136891,0.00272867,1,0.170984,5017,0,40,dynamic
2026-05-13-12:27:21,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,none,50000,random,5,8,512,1.69696,0.339391,0.339091,0.000735451,1,0.341923,20226,0,40,dynamic
2026-05-13-12:27:28,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,none,50000,random,5,8,512,5.481,1.0962,1.09447,0.00564062,1,1.10996,81170,0,40,dynamic
2026-05-13-12:27:42,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,none,50000,random,5,8,512,12.1444,2.42889,2.42649,0.0102228,1,2.45299,180094,0,40,dynamic
2026-05-13-12:27:43,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,none,50000,random,5,8,512,0.729763,0.145953,0.146078,0.000348942,1,0.147221,6688,0,40,dynamic
2026-05-13-12:27:45,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,none,50000,random,5,8,512,1.89838,0.379677,0.379326,0.0011474,1,0.382501,27104,0,40,dynamic
2026-05-13-12:27:53,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,none,50000,random,5,8,512,6.68822,1.33764,1.33647,0.00581118,1,1.34512,108896,0,40,dynamic
2026-05-13-12:28:11,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,none,50000,random,5,8,512,15.1184,3.02368,3.0268,0.00860854,1,3.03485,241773,0,40,dynamic
2026-05-13-12:28:13,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,polar,50000,random,5,8,512,0.994659,0.198932,0.196458,0.00662843,1,0.237404,5017,0,40,dynamic
2026-05-13-12:28:16,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,polar,50000,random,5,8,512,2.47081,0.494162,0.492932,0.00258231,1,0.502965,20226,0,40,dynamic
