date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-11:48:31,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,none,50000,random,5,8,128,0.540305,0.108061,0.10709,0.00194242,1,0.125422,5017,0,40,dynamic
2026-05-13-11:48:33,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,none,50000,random,5,8,128,1.4417,0.28834,0.288391,0.00164873,1,0.292284,20226,0,40,dynamic
2026-05-13-11:48:39,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,none,50000,random,5,8,128,5.21173,1.04235,1.04128,0.00466039,1,1.05401,81170,0,40,dynamic
2026-05-13-11:48:54,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,none,50000,random,5,8,128,12.0933,2.41866,2.41301,0.00961755,1,2.43821,180094,0,40,dynamic
2026-05-13-11:48:55,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,none,50000,random,5,8,128,0.575946,0.115189,0.115141,0.000265884,1,0.116501,6688,0,40,dynamic
2026-05-13-11:48:57,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,none,50000,random,5,8,128,1.66289,0.332579,0.333342,0.00136913,1,0.335199,27104,0,40,dynamic
2026-05-13-11:49:05,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,none,50000,random,5,8,128,6.55055,1.31011,1.31132,0.00623531,1,1.31936,108896,0,40,dynamic
2026-05-13-11:49:23,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,none,50000,random,5,8,128,15.2902,3.05803,3.06127,0.00816593,1,3.07047,241773,0,40,dynamic
2026-05-13-11:49:24,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,polar,50000,random,5,8,128,0.743155,0.148631,0.146486,0.00466291,1,0.175195,5017,0,40,dynamic
2026-05-13-11:49:26,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,polar,50000,random,5,8,128,1.77723,0.355447,0.355631,0.00239863,1,0.36555,20226,0,40,dynamic
2026-05-13-11:49:33,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,polar,50000,random,5,8,128,5.8492,1.16984,1.16872,0.00436991,1,1.18169,81170,0,40,dynamic
2026-05-13-11:49:49,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,polar,50000,random,5,8,128,13.0497,2.60994,2.59731,0.0216115,1,2.63097,180094,0,40,dynamic
2026-05-13-11:49:50,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,polar,50000,random,5,8,128,0.802219,0.160444,0.156892,0.00496094,1,0.167256,6688,0,40,dynamic
2026-05-13-11:49:52,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,polar,50000,random,5,8,128,2.06195,0.412389,0.411849,0.0012431,1,0.415502,27104,0,40,dynamic
2026-05-13-11:50:01,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,polar,50000,random,5,8,128,7.16965,1.43393,1.43548,0.00350604,1,1.44385,108896,0,40,dynamic
2026-05-13-11:50:21,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,polar,50000,random,5,8,128,16.4248,3.28496,3.2859,0.00966316,1,3.30118,241773,0,40,dynamic
2026-05-13-11:50:23,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,0.5,cartesian,50000,random,5,8,128,1.03912,0.207825,0.206467,0.00660162,1,0.237527,5017,0,40,dynamic
2026-05-13-11:50:25,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,1,cartesian,50000,random,5,8,128,2.3328,0.466559,0.465271,0.00459388,1,0.484239,20226,0,40,dynamic
2026-05-13-11:50:34,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,2,cartesian,50000,random,5,8,128,6.86578,1.37316,1.37046,0.00510726,1,1.39309,81170,0,40,dynamic
2026-05-13-11:50:51,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,sphere,3,cartesian,50000,random,5,8,128,14.5121,2.90243,2.89742,0.0109009,1,2.92974,180094,0,40,dynamic
2026-05-13-11:50:52,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,0.5,cartesian,50000,random,5,8,128,0.774673,0.154935,0.154516,0.000808228,1,0.158355,6688,0,40,dynamic
2026-05-13-11:50:54,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,1,cartesian,50000,random,5,8,128,1.98059,0.396117,0.395153,0.00203666,1,0.401624,27104,0,40,dynamic
2026-05-13-11:51:03,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,2,cartesian,50000,random,5,8,128,7.18902,1.4378,1.43842,0.00607804,1,1.44997,108896,0,40,dynamic
2026-05-13-11:51:23,linOct,PointsAoS,MortonEncoder3D,10000000,neighborsPrune,cube,3,cartesian,50000,random,5,8,128,16.9455,3.3891,3.38945,0.00957926,1,3.3826,241773,0,40,dynamic
2026-05-13-11:51:28,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,0.5,none,50000,random,5,8,128,0.464308,0.0928615,0.0924542,0.00129094,1,0.105869,4968,0,40,dynamic
2026-05-13-11:51:29,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,1,none,50000,random,5,8,128,1.25096,0.250191,0.249985,0.000693938,1,0.243321,20058,0,40,dynamic
2026-05-13-11:51:35,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,2,none,50000,random,5,8,128,4.73356,0.946712,0.945966,0.00254262,1,0.943538,80596,0,40,dynamic
2026-05-13-11:51:49,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,3,none,50000,random,5,8,128,11.9322,2.38644,2.38195,0.00933403,1,2.3831,179163,0,40,dynamic
2026-05-13-11:51:50,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,0.5,none,50000,random,5,8,128,0.515813,0.103163,0.103131,8.61974e-05,1,0.10363,6628,0,40,dynamic
2026-05-13-11:51:52,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,1,none,50000,random,5,8,128,1.42457,0.284914,0.284906,0.0003751,1,0.283569,26902,0,40,dynamic
2026-05-13-11:51:59,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,2,none,50000,random,5,8,128,5.93159,1.18632,1.18647,0.00460513,1,1.18206,108234,0,40,dynamic
2026-05-13-11:52:18,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,3,none,50000,random,5,8,128,15.6403,3.12806,3.12422,0.00722387,1,3.13324,240727,0,40,dynamic
2026-05-13-11:52:19,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,0.5,polar,50000,random,5,8,128,0.849696,0.169939,0.168817,0.00353138,1,0.192922,4968,0,40,dynamic
2026-05-13-11:52:21,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,1,polar,50000,random,5,8,128,2.05429,0.410857,0.410908,0.00214833,1,0.416088,20058,0,40,dynamic
2026-05-13-11:52:29,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,2,polar,50000,random,5,8,128,6.63431,1.32686,1.32432,0.00573549,1,1.33146,80596,0,40,dynamic
2026-05-13-11:52:47,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,3,polar,50000,random,5,8,128,14.7201,2.94402,2.93819,0.0108786,1,2.93657,179163,0,40,dynamic
2026-05-13-11:52:48,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,0.5,polar,50000,random,5,8,128,0.907848,0.18157,0.181517,0.000517729,1,0.182795,6628,0,40,dynamic
2026-05-13-11:52:51,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,1,polar,50000,random,5,8,128,2.3489,0.469781,0.469963,0.000474253,1,0.470632,26902,0,40,dynamic
2026-05-13-11:53:00,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,2,polar,50000,random,5,8,128,8.03176,1.60635,1.60706,0.00234006,1,1.59991,108234,0,40,dynamic
2026-05-13-11:53:23,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,3,polar,50000,random,5,8,128,18.4999,3.69999,3.69541,0.0101255,1,3.69554,240727,0,40,dynamic
2026-05-13-11:53:25,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,0.5,cartesian,50000,random,5,8,128,1.10385,0.220771,0.21957,0.0069902,1,0.25167,4968,0,40,dynamic
2026-05-13-11:53:28,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,1,cartesian,50000,random,5,8,128,2.58484,0.516968,0.514676,0.00543668,1,0.532119,20058,0,40,dynamic
2026-05-13-11:53:38,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,2,cartesian,50000,random,5,8,128,8.45148,1.6903,1.68763,0.00827689,1,1.70299,80596,0,40,dynamic
2026-05-13-11:54:00,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,sphere,3,cartesian,50000,random,5,8,128,18.2087,3.64175,3.63664,0.0075369,1,3.64594,179163,0,40,dynamic
2026-05-13-11:54:01,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,0.5,cartesian,50000,random,5,8,128,0.840256,0.168051,0.168247,0.00111714,1,0.171212,6628,0,40,dynamic
2026-05-13-11:54:03,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,1,cartesian,50000,random,5,8,128,2.23355,0.446709,0.446704,0.00187051,1,0.448856,26902,0,40,dynamic
2026-05-13-11:54:14,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,2,cartesian,50000,random,5,8,128,8.57807,1.71561,1.71288,0.00575793,1,1.71764,108233,0,40,dynamic
2026-05-13-11:54:38,linOct,PointsAoS,HilbertEncoder3D,10000000,neighborsPrune,cube,3,cartesian,50000,random,5,8,128,20.13,4.02599,4.02091,0.0115594,1,4.02525,240726,0,40,dynamic
