kernel,radius,mode,get_range_time,loop_time,projectionTime,binarySearchTime,threshold,maxPointsLeaf
sphere,2.000000,none,0,3.5228e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000168467,0.0,0.0,32,256
sphere,2.000000,none,0,0.000113676,0.0,0.0,32,256
sphere,2.000000,none,0,0.000115212,0.0,0.0,32,256
sphere,2.000000,none,0,0.000183731,0.0,0.0,32,256
sphere,2.000000,none,0,0.000128496,0.0,0.0,32,256
sphere,2.000000,none,0,0.00018094,0.0,0.0,32,256
sphere,2.000000,none,0,0.000156733,0.0,0.0,32,256
sphere,2.000000,none,0,0.000144825,0.0,0.0,32,256
sphere,2.000000,none,0,0.000129729,0.0,0.0,32,256
sphere,2.000000,none,0,0.000142529,0.0,0.0,32,256
sphere,2.000000,none,0,0.000170543,0.0,0.0,32,256
sphere,2.000000,none,0,0.000121884,0.0,0.0,32,256
sphere,2.000000,none,0,0.000170865,0.0,0.0,32,256
sphere,2.000000,none,0,0.000176434,0.0,0.0,32,256
sphere,2.000000,none,0,0.000123809,0.0,0.0,32,256
sphere,2.000000,none,0,0.000157423,0.0,0.0,32,256
sphere,2.000000,none,0,0.000147883,0.0,0.0,32,256
sphere,2.000000,none,0,0.000168931,0.0,0.0,32,256
sphere,2.000000,none,0,0.000231554,0.0,0.0,32,256
sphere,2.000000,none,0,0.000438177,0.0,0.0,32,256
sphere,2.000000,none,0,0.000154872,0.0,0.0,32,256
sphere,2.000000,none,0,8.2955e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000181218,0.0,0.0,32,256
sphere,2.000000,none,0,0.000131595,0.0,0.0,32,256
sphere,2.000000,none,0,1.9753e-05,0.0,0.0,32,256
sphere,2.000000,none,0,9.5402e-05,0.0,0.0,32,256
sphere,2.000000,none,0,2.2048e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000129748,0.0,0.0,32,256
sphere,2.000000,none,0,0.000148853,0.0,0.0,32,256
sphere,2.000000,none,0,0.000124965,0.0,0.0,32,256
sphere,2.000000,none,0,0.000204495,0.0,0.0,32,256
sphere,2.000000,none,0,0.000203726,0.0,0.0,32,256
sphere,2.000000,none,0,0.000129363,0.0,0.0,32,256
sphere,2.000000,none,0,0.00011833,0.0,0.0,32,256
sphere,2.000000,none,0,0.000156907,0.0,0.0,32,256
sphere,2.000000,none,0,0.000170897,0.0,0.0,32,256
sphere,2.000000,none,0,0.000152353,0.0,0.0,32,256
sphere,2.000000,none,0,0.000117148,0.0,0.0,32,256
sphere,2.000000,none,0,0.000115059,0.0,0.0,32,256
sphere,2.000000,none,0,0.00010029,0.0,0.0,32,256
sphere,2.000000,none,0,6.8457e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000138391,0.0,0.0,32,256
sphere,2.000000,none,0,0.000146267,0.0,0.0,32,256
sphere,2.000000,none,0,5.227e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.00012605,0.0,0.0,32,256
sphere,2.000000,none,0,0.000105343,0.0,0.0,32,256
sphere,2.000000,none,0,0.000165408,0.0,0.0,32,256
sphere,2.000000,none,0,0.000191987,0.0,0.0,32,256
sphere,2.000000,none,0,0.000166937,0.0,0.0,32,256
sphere,2.000000,none,0,0.000121379,0.0,0.0,32,256
sphere,2.000000,none,0,8.5493e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000117454,0.0,0.0,32,256
sphere,2.000000,none,0,7.4117e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000177441,0.0,0.0,32,256
sphere,2.000000,none,0,0.000117004,0.0,0.0,32,256
sphere,2.000000,none,0,0.000241629,0.0,0.0,32,256
sphere,2.000000,none,0,0.000143414,0.0,0.0,32,256
sphere,2.000000,none,0,0.000126693,0.0,0.0,32,256
sphere,2.000000,none,0,0.000133262,0.0,0.0,32,256
sphere,2.000000,none,0,0.000134797,0.0,0.0,32,256
sphere,2.000000,none,0,8.0236e-05,0.0,0.0,32,256
sphere,2.000000,none,0,9.3321e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000180559,0.0,0.0,32,256
sphere,2.000000,none,0,0.000125422,0.0,0.0,32,256
sphere,2.000000,none,0,0.000151621,0.0,0.0,32,256
sphere,2.000000,none,0,5.5462e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000107443,0.0,0.0,32,256
sphere,2.000000,none,0,0.000123651,0.0,0.0,32,256
sphere,2.000000,none,0,0.000110128,0.0,0.0,32,256
sphere,2.000000,none,0,0.000146562,0.0,0.0,32,256
sphere,2.000000,none,0,6.4537e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000140641,0.0,0.0,32,256
sphere,2.000000,none,0,0.000129587,0.0,0.0,32,256
sphere,2.000000,none,0,0.000124785,0.0,0.0,32,256
sphere,2.000000,none,0,9.5096e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000252877,0.0,0.0,32,256
sphere,2.000000,none,0,0.000120561,0.0,0.0,32,256
sphere,2.000000,none,0,0.000142876,0.0,0.0,32,256
sphere,2.000000,none,0,0.000113908,0.0,0.0,32,256
sphere,2.000000,none,0,0.000126258,0.0,0.0,32,256
sphere,2.000000,none,0,0.000138249,0.0,0.0,32,256
sphere,2.000000,none,0,0.000222761,0.0,0.0,32,256
sphere,2.000000,none,0,0.000142089,0.0,0.0,32,256
sphere,2.000000,none,0,0.000118838,0.0,0.0,32,256
sphere,2.000000,none,0,0.000107025,0.0,0.0,32,256
sphere,2.000000,none,0,0.000134937,0.0,0.0,32,256
sphere,2.000000,none,0,2.107e-05,0.0,0.0,32,256
sphere,2.000000,none,0,8.4659e-05,0.0,0.0,32,256
sphere,2.000000,none,0,9.7841e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000137166,0.0,0.0,32,256
sphere,2.000000,none,0,0.000128019,0.0,0.0,32,256
sphere,2.000000,none,0,0.000152007,0.0,0.0,32,256
sphere,2.000000,none,0,8.1131e-05,0.0,0.0,32,256
sphere,2.000000,none,0,8.8837e-05,0.0,0.0,32,256
sphere,2.000000,none,0,8.6737e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000179795,0.0,0.0,32,256
sphere,2.000000,none,0,0.000100512,0.0,0.0,32,256
sphere,2.000000,none,0,0.000123812,0.0,0.0,32,256
sphere,2.000000,none,0,0.000151165,0.0,0.0,32,256
sphere,2.000000,none,0,0.000127167,0.0,0.0,32,256
sphere,2.000000,none,0,0.000183893,0.0,0.0,32,256
sphere,2.000000,none,0,0.00017417,0.0,0.0,32,256
sphere,2.000000,none,0,0.000168951,0.0,0.0,32,256
sphere,2.000000,none,0,5.6923e-05,0.0,0.0,32,256
sphere,2.000000,none,0,2.5224e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000139277,0.0,0.0,32,256
sphere,2.000000,none,0,5.1855e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.00014278,0.0,0.0,32,256
sphere,2.000000,none,0,0.000137869,0.0,0.0,32,256
sphere,2.000000,none,0,0.000121264,0.0,0.0,32,256
sphere,2.000000,none,0,0.000104173,0.0,0.0,32,256
sphere,2.000000,none,0,0.000134613,0.0,0.0,32,256
sphere,2.000000,none,0,0.000153396,0.0,0.0,32,256
sphere,2.000000,none,0,0.00012751,0.0,0.0,32,256
sphere,2.000000,none,0,0.000138892,0.0,0.0,32,256
sphere,2.000000,none,0,0.000134402,0.0,0.0,32,256
sphere,2.000000,none,0,0.000117353,0.0,0.0,32,256
sphere,2.000000,none,0,0.000100031,0.0,0.0,32,256
sphere,2.000000,none,0,0.000129977,0.0,0.0,32,256
sphere,2.000000,none,0,5.3382e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000115023,0.0,0.0,32,256
sphere,2.000000,none,0,8.4931e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000158981,0.0,0.0,32,256
sphere,2.000000,none,0,0.00015497,0.0,0.0,32,256
sphere,2.000000,none,0,0.000129378,0.0,0.0,32,256
sphere,2.000000,none,0,0.000144188,0.0,0.0,32,256
sphere,2.000000,none,0,0.000105988,0.0,0.0,32,256
sphere,2.000000,none,0,3.7124e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000112987,0.0,0.0,32,256
sphere,2.000000,none,0,0.000186893,0.0,0.0,32,256
sphere,2.000000,none,0,7.1353e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000126375,0.0,0.0,32,256
sphere,2.000000,none,0,0.000134232,0.0,0.0,32,256
sphere,2.000000,none,0,0.000134661,0.0,0.0,32,256
sphere,2.000000,none,0,0.000131127,0.0,0.0,32,256
sphere,2.000000,none,0,8.0313e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000126249,0.0,0.0,32,256
sphere,2.000000,none,0,0.000110343,0.0,0.0,32,256
sphere,2.000000,none,0,0.000119821,0.0,0.0,32,256
sphere,2.000000,none,0,0.000134078,0.0,0.0,32,256
sphere,2.000000,none,0,5.1585e-05,0.0,0.0,32,256
sphere,2.000000,none,0,9.7799e-05,0.0,0.0,32,256
sphere,2.000000,none,0,4.8171e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000124752,0.0,0.0,32,256
sphere,2.000000,none,0,0.000161839,0.0,0.0,32,256
sphere,2.000000,none,0,0.000141284,0.0,0.0,32,256
sphere,2.000000,none,0,9.172e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.00013357,0.0,0.0,32,256
sphere,2.000000,none,0,0.000108282,0.0,0.0,32,256
sphere,2.000000,none,0,0.000117726,0.0,0.0,32,256
sphere,2.000000,none,0,8.3363e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000137804,0.0,0.0,32,256
sphere,2.000000,none,0,0.000115266,0.0,0.0,32,256
sphere,2.000000,none,0,7.5469e-05,0.0,0.0,32,256
sphere,2.000000,none,0,3.308e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000103744,0.0,0.0,32,256
sphere,2.000000,none,0,0.000159691,0.0,0.0,32,256
sphere,2.000000,none,0,0.000109265,0.0,0.0,32,256
sphere,2.000000,none,0,0.000118869,0.0,0.0,32,256
sphere,2.000000,none,0,0.000116495,0.0,0.0,32,256
sphere,2.000000,none,0,0.000140041,0.0,0.0,32,256
sphere,2.000000,none,0,0.000140377,0.0,0.0,32,256
sphere,2.000000,none,0,0.000149683,0.0,0.0,32,256
sphere,2.000000,none,0,9.0801e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000126521,0.0,0.0,32,256
sphere,2.000000,none,0,0.000134222,0.0,0.0,32,256
sphere,2.000000,none,0,1.3976e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000143928,0.0,0.0,32,256
sphere,2.000000,none,0,9.9934e-05,0.0,0.0,32,256
sphere,2.000000,none,0,6.7346e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000122937,0.0,0.0,32,256
sphere,2.000000,none,0,0.000123591,0.0,0.0,32,256
sphere,2.000000,none,0,0.00018342,0.0,0.0,32,256
sphere,2.000000,none,0,0.000123949,0.0,0.0,32,256
sphere,2.000000,none,0,9.2847e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000138334,0.0,0.0,32,256
sphere,2.000000,none,0,0.000135837,0.0,0.0,32,256
sphere,2.000000,none,0,0.000137048,0.0,0.0,32,256
sphere,2.000000,none,0,5.4707e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000128658,0.0,0.0,32,256
sphere,2.000000,none,0,8.3073e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000142628,0.0,0.0,32,256
sphere,2.000000,none,0,0.000122289,0.0,0.0,32,256
sphere,2.000000,none,0,0.000123359,0.0,0.0,32,256
sphere,2.000000,none,0,0.000184385,0.0,0.0,32,256
sphere,2.000000,none,0,0.000226668,0.0,0.0,32,256
sphere,2.000000,none,0,0.000184751,0.0,0.0,32,256
sphere,2.000000,none,0,0.000119169,0.0,0.0,32,256
sphere,2.000000,none,0,4.4833e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000156317,0.0,0.0,32,256
sphere,2.000000,none,0,0.000135436,0.0,0.0,32,256
sphere,2.000000,none,0,0.000130017,0.0,0.0,32,256
sphere,2.000000,none,0,0.000108902,0.0,0.0,32,256
sphere,2.000000,none,0,0.000109708,0.0,0.0,32,256
sphere,2.000000,none,0,9.1485e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000130155,0.0,0.0,32,256
sphere,2.000000,none,0,0.000128115,0.0,0.0,32,256
sphere,2.000000,none,0,9.2548e-05,0.0,0.0,32,256
sphere,2.000000,none,0,8.7019e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000140376,0.0,0.0,32,256
sphere,2.000000,none,0,1.5248e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000161636,0.0,0.0,32,256
sphere,2.000000,none,0,0.000103178,0.0,0.0,32,256
sphere,2.000000,none,0,8.8474e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000120496,0.0,0.0,32,256
sphere,2.000000,none,0,9.9176e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000172566,0.0,0.0,32,256
sphere,2.000000,none,0,0.000113176,0.0,0.0,32,256
sphere,2.000000,none,0,9.6118e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000114953,0.0,0.0,32,256
sphere,2.000000,none,0,0.000133014,0.0,0.0,32,256
sphere,2.000000,none,0,4.4312e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000252495,0.0,0.0,32,256
sphere,2.000000,none,0,0.000136271,0.0,0.0,32,256
sphere,2.000000,none,0,9.7141e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.00011299,0.0,0.0,32,256
