kernel,radius,mode,get_range_time,loop_time,projectionTime,binarySearchTime,threshold,maxPointsLeaf
sphere,1.500000,none,0,4.0149e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000544755,0.0,0.0,32,256
sphere,1.500000,none,0,9.0601e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000114443,0.0,0.0,32,256
sphere,1.500000,none,0,0.000220649,0.0,0.0,32,256
sphere,1.500000,none,0,8.8721e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000132295,0.0,0.0,32,256
sphere,1.500000,none,0,0.000148334,0.0,0.0,32,256
sphere,1.500000,none,0,0.000133491,0.0,0.0,32,256
sphere,1.500000,none,0,0.000146303,0.0,0.0,32,256
sphere,1.500000,none,0,0.000213713,0.0,0.0,32,256
sphere,1.500000,none,0,0.00010442,0.0,0.0,32,256
sphere,1.500000,none,0,0.000161243,0.0,0.0,32,256
sphere,1.500000,none,0,0.000317447,0.0,0.0,32,256
sphere,1.500000,none,0,0.000114375,0.0,0.0,32,256
sphere,1.500000,none,0,0.00019913,0.0,0.0,32,256
sphere,1.500000,none,0,0.00010799,0.0,0.0,32,256
sphere,1.500000,none,0,0.000239921,0.0,0.0,32,256
sphere,1.500000,none,0,0.000136338,0.0,0.0,32,256
sphere,1.500000,none,0,0.000151279,0.0,0.0,32,256
sphere,1.500000,none,0,0.000113236,0.0,0.0,32,256
sphere,1.500000,none,0,0.000113534,0.0,0.0,32,256
sphere,1.500000,none,0,6.4609e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000141179,0.0,0.0,32,256
sphere,1.500000,none,0,9.5342e-05,0.0,0.0,32,256
sphere,1.500000,none,0,1.4435e-05,0.0,0.0,32,256
sphere,1.500000,none,0,7.1998e-05,0.0,0.0,32,256
sphere,1.500000,none,0,1.537e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000110963,0.0,0.0,32,256
sphere,1.500000,none,0,0.000126564,0.0,0.0,32,256
sphere,1.500000,none,0,9.6456e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000151388,0.0,0.0,32,256
sphere,1.500000,none,0,0.000142783,0.0,0.0,32,256
sphere,1.500000,none,0,0.000150629,0.0,0.0,32,256
sphere,1.500000,none,0,0.000109113,0.0,0.0,32,256
sphere,1.500000,none,0,0.000139836,0.0,0.0,32,256
sphere,1.500000,none,0,0.000121743,0.0,0.0,32,256
sphere,1.500000,none,0,8.9408e-05,0.0,0.0,32,256
sphere,1.500000,none,0,8.2465e-05,0.0,0.0,32,256
sphere,1.500000,none,0,9.1504e-05,0.0,0.0,32,256
sphere,1.500000,none,0,7.0624e-05,0.0,0.0,32,256
sphere,1.500000,none,0,4.4621e-05,0.0,0.0,32,256
sphere,1.500000,none,0,9.067e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000126971,0.0,0.0,32,256
sphere,1.500000,none,0,3.9241e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000117421,0.0,0.0,32,256
sphere,1.500000,none,0,5.215e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000138088,0.0,0.0,32,256
sphere,1.500000,none,0,0.000163603,0.0,0.0,32,256
sphere,1.500000,none,0,0.000260009,0.0,0.0,32,256
sphere,1.500000,none,0,9.193e-05,0.0,0.0,32,256
sphere,1.500000,none,0,9.5761e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000102836,0.0,0.0,32,256
sphere,1.500000,none,0,4.304e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000173378,0.0,0.0,32,256
sphere,1.500000,none,0,0.000101486,0.0,0.0,32,256
sphere,1.500000,none,0,0.000166683,0.0,0.0,32,256
sphere,1.500000,none,0,0.000160088,0.0,0.0,32,256
sphere,1.500000,none,0,0.000110676,0.0,0.0,32,256
sphere,1.500000,none,0,0.000146588,0.0,0.0,32,256
sphere,1.500000,none,0,0.000144682,0.0,0.0,32,256
sphere,1.500000,none,0,8.5286e-05,0.0,0.0,32,256
sphere,1.500000,none,0,7.7704e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000126879,0.0,0.0,32,256
sphere,1.500000,none,0,9.3381e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000131737,0.0,0.0,32,256
sphere,1.500000,none,0,5.0951e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000112088,0.0,0.0,32,256
sphere,1.500000,none,0,0.000119847,0.0,0.0,32,256
sphere,1.500000,none,0,9.5018e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000110836,0.0,0.0,32,256
sphere,1.500000,none,0,3.6538e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000118665,0.0,0.0,32,256
sphere,1.500000,none,0,0.000105328,0.0,0.0,32,256
sphere,1.500000,none,0,9.5443e-05,0.0,0.0,32,256
sphere,1.500000,none,0,7.243e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000142997,0.0,0.0,32,256
sphere,1.500000,none,0,0.000101666,0.0,0.0,32,256
sphere,1.500000,none,0,9.791e-05,0.0,0.0,32,256
sphere,1.500000,none,0,6.3258e-05,0.0,0.0,32,256
sphere,1.500000,none,0,8.0526e-05,0.0,0.0,32,256
sphere,1.500000,none,0,8.2026e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000144522,0.0,0.0,32,256
sphere,1.500000,none,0,0.000115951,0.0,0.0,32,256
sphere,1.500000,none,0,9.1856e-05,0.0,0.0,32,256
sphere,1.500000,none,0,9.5106e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000102432,0.0,0.0,32,256
sphere,1.500000,none,0,1.8267e-05,0.0,0.0,32,256
sphere,1.500000,none,0,5.2896e-05,0.0,0.0,32,256
sphere,1.500000,none,0,9.411e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000116421,0.0,0.0,32,256
sphere,1.500000,none,0,0.000111591,0.0,0.0,32,256
sphere,1.500000,none,0,0.000114169,0.0,0.0,32,256
sphere,1.500000,none,0,7.1344e-05,0.0,0.0,32,256
sphere,1.500000,none,0,6.524e-05,0.0,0.0,32,256
sphere,1.500000,none,0,5.9508e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000139686,0.0,0.0,32,256
sphere,1.500000,none,0,9.2424e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000117474,0.0,0.0,32,256
sphere,1.500000,none,0,9.9989e-05,0.0,0.0,32,256
sphere,1.500000,none,0,9.5909e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000142254,0.0,0.0,32,256
sphere,1.500000,none,0,0.00010866,0.0,0.0,32,256
sphere,1.500000,none,0,0.000121712,0.0,0.0,32,256
sphere,1.500000,none,0,5.2315e-05,0.0,0.0,32,256
sphere,1.500000,none,0,2.0565e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000116917,0.0,0.0,32,256
sphere,1.500000,none,0,0.000124962,0.0,0.0,32,256
sphere,1.500000,none,0,0.000113942,0.0,0.0,32,256
sphere,1.500000,none,0,0.000126209,0.0,0.0,32,256
sphere,1.500000,none,0,9.2713e-05,0.0,0.0,32,256
sphere,1.500000,none,0,8.3925e-05,0.0,0.0,32,256
sphere,1.500000,none,0,9.808e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.00012489,0.0,0.0,32,256
sphere,1.500000,none,0,0.000105503,0.0,0.0,32,256
sphere,1.500000,none,0,8.5261e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000112809,0.0,0.0,32,256
sphere,1.500000,none,0,0.000119128,0.0,0.0,32,256
sphere,1.500000,none,0,3.0541e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000115337,0.0,0.0,32,256
sphere,1.500000,none,0,5.4135e-05,0.0,0.0,32,256
sphere,1.500000,none,0,9.8708e-05,0.0,0.0,32,256
sphere,1.500000,none,0,6.4628e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000130357,0.0,0.0,32,256
sphere,1.500000,none,0,0.000130972,0.0,0.0,32,256
sphere,1.500000,none,0,0.000109123,0.0,0.0,32,256
sphere,1.500000,none,0,0.000102308,0.0,0.0,32,256
sphere,1.500000,none,0,0.000107205,0.0,0.0,32,256
sphere,1.500000,none,0,3.2003e-05,0.0,0.0,32,256
sphere,1.500000,none,0,9.2224e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000121821,0.0,0.0,32,256
sphere,1.500000,none,0,4.2112e-05,0.0,0.0,32,256
sphere,1.500000,none,0,8.7612e-05,0.0,0.0,32,256
sphere,1.500000,none,0,8.5958e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000106221,0.0,0.0,32,256
sphere,1.500000,none,0,8.1916e-05,0.0,0.0,32,256
sphere,1.500000,none,0,5.4292e-05,0.0,0.0,32,256
sphere,1.500000,none,0,8.5075e-05,0.0,0.0,32,256
sphere,1.500000,none,0,8.9671e-05,0.0,0.0,32,256
sphere,1.500000,none,0,9.8624e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000109717,0.0,0.0,32,256
sphere,1.500000,none,0,3.2984e-05,0.0,0.0,32,256
sphere,1.500000,none,0,6.7596e-05,0.0,0.0,32,256
sphere,1.500000,none,0,4.3571e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000100394,0.0,0.0,32,256
sphere,1.500000,none,0,8.1837e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000112905,0.0,0.0,32,256
sphere,1.500000,none,0,6.7046e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000106038,0.0,0.0,32,256
sphere,1.500000,none,0,8.0869e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000115214,0.0,0.0,32,256
sphere,1.500000,none,0,0.000128282,0.0,0.0,32,256
sphere,1.500000,none,0,8.5507e-05,0.0,0.0,32,256
sphere,1.500000,none,0,9.2551e-05,0.0,0.0,32,256
sphere,1.500000,none,0,5.141e-05,0.0,0.0,32,256
sphere,1.500000,none,0,2.3463e-05,0.0,0.0,32,256
sphere,1.500000,none,0,8.3765e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000164499,0.0,0.0,32,256
sphere,1.500000,none,0,7.6578e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000108747,0.0,0.0,32,256
sphere,1.500000,none,0,0.00010069,0.0,0.0,32,256
sphere,1.500000,none,0,0.000114972,0.0,0.0,32,256
sphere,1.500000,none,0,0.000119833,0.0,0.0,32,256
sphere,1.500000,none,0,0.000139283,0.0,0.0,32,256
sphere,1.500000,none,0,5.9018e-05,0.0,0.0,32,256
sphere,1.500000,none,0,9.2078e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000120487,0.0,0.0,32,256
sphere,1.500000,none,0,9.751e-06,0.0,0.0,32,256
sphere,1.500000,none,0,0.000118824,0.0,0.0,32,256
sphere,1.500000,none,0,8.2153e-05,0.0,0.0,32,256
sphere,1.500000,none,0,4.895e-05,0.0,0.0,32,256
sphere,1.500000,none,0,0.000101822,0.0,0.0,32,256
