kernel,radius,mode,get_range_time,loop_time,projectionTime,binarySearchTime,threshold,maxPointsLeaf
sphere,2.000000,none,0,3.7248e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000146637,0.0,0.0,32,256
sphere,2.000000,none,0,9.5371e-05,0.0,0.0,32,256
sphere,2.000000,none,0,9.8758e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000212041,0.0,0.0,32,256
sphere,2.000000,none,0,0.000101698,0.0,0.0,32,256
sphere,2.000000,none,0,0.000145278,0.0,0.0,32,256
sphere,2.000000,none,0,0.000142363,0.0,0.0,32,256
sphere,2.000000,none,0,0.000121419,0.0,0.0,32,256
sphere,2.000000,none,0,0.000107428,0.0,0.0,32,256
sphere,2.000000,none,0,0.000138962,0.0,0.0,32,256
sphere,2.000000,none,0,0.000149318,0.0,0.0,32,256
sphere,2.000000,none,0,9.9626e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000143501,0.0,0.0,32,256
sphere,2.000000,none,0,0.00014637,0.0,0.0,32,256
sphere,2.000000,none,0,9.8839e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000143512,0.0,0.0,32,256
sphere,2.000000,none,0,0.000124783,0.0,0.0,32,256
sphere,2.000000,none,0,0.000123624,0.0,0.0,32,256
sphere,2.000000,none,0,0.000177506,0.0,0.0,32,256
sphere,2.000000,none,0,0.000128304,0.0,0.0,32,256
sphere,2.000000,none,0,0.000132931,0.0,0.0,32,256
sphere,2.000000,none,0,5.9317e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000144038,0.0,0.0,32,256
sphere,2.000000,none,0,0.000118133,0.0,0.0,32,256
sphere,2.000000,none,0,1.7005e-05,0.0,0.0,32,256
sphere,2.000000,none,0,8.0823e-05,0.0,0.0,32,256
sphere,2.000000,none,0,1.7928e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000118201,0.0,0.0,32,256
sphere,2.000000,none,0,0.000127122,0.0,0.0,32,256
sphere,2.000000,none,0,9.364e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000205209,0.0,0.0,32,256
sphere,2.000000,none,0,0.000185077,0.0,0.0,32,256
sphere,2.000000,none,0,0.000113047,0.0,0.0,32,256
sphere,2.000000,none,0,9.7885e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000127849,0.0,0.0,32,256
sphere,2.000000,none,0,0.000123284,0.0,0.0,32,256
sphere,2.000000,none,0,0.000127522,0.0,0.0,32,256
sphere,2.000000,none,0,9.2865e-05,0.0,0.0,32,256
sphere,2.000000,none,0,9.1199e-05,0.0,0.0,32,256
sphere,2.000000,none,0,8.0518e-05,0.0,0.0,32,256
sphere,2.000000,none,0,5.3956e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000112838,0.0,0.0,32,256
sphere,2.000000,none,0,0.000117954,0.0,0.0,32,256
sphere,2.000000,none,0,4.1316e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000112563,0.0,0.0,32,256
sphere,2.000000,none,0,8.3371e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000146638,0.0,0.0,32,256
sphere,2.000000,none,0,0.000136535,0.0,0.0,32,256
sphere,2.000000,none,0,0.000125905,0.0,0.0,32,256
sphere,2.000000,none,0,8.9004e-05,0.0,0.0,32,256
sphere,2.000000,none,0,8.772e-05,0.0,0.0,32,256
sphere,2.000000,none,0,9.3577e-05,0.0,0.0,32,256
sphere,2.000000,none,0,6.9229e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000167316,0.0,0.0,32,256
sphere,2.000000,none,0,0.000114578,0.0,0.0,32,256
sphere,2.000000,none,0,0.000252558,0.0,0.0,32,256
sphere,2.000000,none,0,0.000141153,0.0,0.0,32,256
sphere,2.000000,none,0,0.000127711,0.0,0.0,32,256
sphere,2.000000,none,0,0.00016649,0.0,0.0,32,256
sphere,2.000000,none,0,0.000140805,0.0,0.0,32,256
sphere,2.000000,none,0,7.9181e-05,0.0,0.0,32,256
sphere,2.000000,none,0,9.1794e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.00013825,0.0,0.0,32,256
sphere,2.000000,none,0,0.000122569,0.0,0.0,32,256
sphere,2.000000,none,0,0.00012484,0.0,0.0,32,256
sphere,2.000000,none,0,5.771e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000106408,0.0,0.0,32,256
sphere,2.000000,none,0,0.000118177,0.0,0.0,32,256
sphere,2.000000,none,0,0.000113268,0.0,0.0,32,256
sphere,2.000000,none,0,0.000148795,0.0,0.0,32,256
sphere,2.000000,none,0,6.4804e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000140328,0.0,0.0,32,256
sphere,2.000000,none,0,0.000128246,0.0,0.0,32,256
sphere,2.000000,none,0,0.000137458,0.0,0.0,32,256
sphere,2.000000,none,0,9.7312e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000138047,0.0,0.0,32,256
sphere,2.000000,none,0,0.000114614,0.0,0.0,32,256
sphere,2.000000,none,0,0.000131782,0.0,0.0,32,256
sphere,2.000000,none,0,0.000117407,0.0,0.0,32,256
sphere,2.000000,none,0,0.000121662,0.0,0.0,32,256
sphere,2.000000,none,0,0.000104623,0.0,0.0,32,256
sphere,2.000000,none,0,0.000204251,0.0,0.0,32,256
sphere,2.000000,none,0,0.000141243,0.0,0.0,32,256
sphere,2.000000,none,0,0.000121152,0.0,0.0,32,256
sphere,2.000000,none,0,0.000115882,0.0,0.0,32,256
sphere,2.000000,none,0,0.000250267,0.0,0.0,32,256
sphere,2.000000,none,0,2.8544e-05,0.0,0.0,32,256
sphere,2.000000,none,0,7.5837e-05,0.0,0.0,32,256
sphere,2.000000,none,0,9.7815e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.000152121,0.0,0.0,32,256
sphere,2.000000,none,0,0.000128117,0.0,0.0,32,256
sphere,2.000000,none,0,0.000152122,0.0,0.0,32,256
sphere,2.000000,none,0,8.357e-05,0.0,0.0,32,256
sphere,2.000000,none,0,8.9556e-05,0.0,0.0,32,256
sphere,2.000000,none,0,7.8914e-05,0.0,0.0,32,256
sphere,2.000000,none,0,0.00017501,0.0,0.0,32,256
sphere,2.000000,none,0,0.00011203,0.0,0.0,32,256
sphere,2.000000,none,0,0.000138252,0.0,0.0,32,256
sphere,2.000000,none,0,0.000158426,0.0,0.0,32,256
sphere,2.000000,none,0,0.000115998,0.0,0.0,32,256
sphere,2.000000,none,0,0.000167572,0.0,0.0,32,256
sphere,2.000000,none,0,0.00014902,0.0,0.0,32,256
sphere,2.000000,none,0,0.000155078,0.0,0.0,32,256
sphere,2.000000,none,0,5.6816e-05,0.0,0.0,32,256
sphere,2.000000,none,0,2.6944e-05,0.0,0.0,32,256
