date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,threshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-06-07-18:22:27,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.005,none,10000,random,5,64,256,0.0290833,0.00581666,0.00595537,0.000439776,1,0.00630686,121,0,40,dynamic
2026-06-07-18:22:27,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.01,none,10000,random,5,64,256,0.0535327,0.0107065,0.0105888,0.000574888,1,0.0115363,459,0,40,dynamic
2026-06-07-18:22:27,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.025,none,10000,random,5,64,256,0.182935,0.036587,0.0373414,0.00296338,1,0.0308305,3219,0,40,dynamic
2026-06-07-18:22:27,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.05,none,10000,random,5,64,256,0.296743,0.0593487,0.0592804,0.00102561,1,0.0618579,12826,0,40,dynamic
2026-06-07-18:22:28,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.1,none,10000,random,5,64,256,0.70227,0.140454,0.139013,0.0019506,1,0.14119,50947,0,40,dynamic
2026-06-07-18:22:30,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.15,none,10000,random,5,64,256,1.43558,0.287116,0.286785,0.00348261,1,0.284813,112045,0,40,dynamic
2026-06-07-18:22:33,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.2,none,10000,random,5,64,256,2.49011,0.498021,0.495285,0.00534981,1,0.494709,193521,0,40,dynamic
2026-06-07-18:22:39,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.3,none,10000,random,5,64,256,5.19951,1.0399,1.00739,0.0482327,1,1.07778,411554,0,40,dynamic
2026-06-07-18:22:39,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsStruct,sphere,0.005,none,10000,random,5,64,256,0.0173829,0.00347659,0.00346594,4.241e-05,1,0.00362976,121,0,40,dynamic
2026-06-07-18:22:39,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsStruct,sphere,0.01,none,10000,random,5,64,256,0.0370928,0.00741856,0.00740975,6.17839e-05,1,0.00716489,459,0,40,dynamic
2026-06-07-18:22:39,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsStruct,sphere,0.025,none,10000,random,5,64,256,0.0979687,0.0195937,0.0195606,0.000144269,1,0.0196523,3219,0,40,dynamic
2026-06-07-18:22:40,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsStruct,sphere,0.05,none,10000,random,5,64,256,0.202246,0.0404493,0.0403817,0.000229801,1,0.0406329,12826,0,40,dynamic
