date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-13:19:15,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.01,none,50000,random,5,32,128,0.197686,0.0395372,0.0393506,0.000496431,1,0.0423197,465,0,40,dynamic
2026-05-13-13:19:16,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.05,none,50000,random,5,32,128,1.15161,0.230322,0.228577,0.00358896,1,0.273631,12961,0,40,dynamic
2026-05-13-13:19:20,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.1,none,50000,random,5,32,128,3.25485,0.65097,0.649965,0.00485117,1,0.663517,51468,0,40,dynamic
2026-05-13-13:19:35,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.2,none,50000,random,5,32,128,12.6939,2.53877,2.53142,0.0145151,1,2.51136,195439,0,40,dynamic
2026-05-13-13:19:35,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,cube,0.01,none,50000,random,5,32,128,0.206437,0.0412873,0.0412163,0.000203202,1,0.0424813,538,0,40,dynamic
2026-05-13-13:19:37,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,cube,0.05,none,50000,random,5,32,128,1.2339,0.24678,0.245995,0.00111104,1,0.248988,17828,0,40,dynamic
2026-05-13-13:19:42,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,cube,0.1,none,50000,random,5,32,128,3.98066,0.796131,0.795107,0.00351541,1,0.79956,68325,0,40,dynamic
2026-05-13-13:20:01,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,cube,0.2,none,50000,random,5,32,128,15.7606,3.15212,3.15206,0.00993236,1,3.14742,251561,0,40,dynamic
2026-05-13-13:20:02,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.01,polar,50000,random,5,32,128,0.24082,0.0481641,0.0480282,0.000259272,1,0.0519698,465,0,40,dynamic
2026-05-13-13:20:04,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.05,polar,50000,random,5,32,128,1.6188,0.32376,0.322466,0.00274782,1,0.330583,12961,0,40,dynamic
