date,octree,point_type,encoder,npoints,operation,kernel,radius,reorder,num_searches,sequential_searches,repeats,treshold,maxPointsLeaf,accumulated,mean,median,stdev,used_warmup,warmup_time,avg_result_size,tolerance_percentage,openmp_threads,openmp_schedule
2026-05-13-13:38:57,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.01,none,50000,random,5,32,256,0.220997,0.0441994,0.0440253,0.000585175,1,0.0465521,465,0,40,dynamic
2026-05-13-13:38:59,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.05,none,50000,random,5,32,256,1.18623,0.237246,0.236105,0.00441804,1,0.28075,12961,0,40,dynamic
2026-05-13-13:39:03,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.1,none,50000,random,5,32,256,3.30184,0.660369,0.659577,0.00428567,1,0.664278,51468,0,40,dynamic
2026-05-13-13:39:18,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.2,none,50000,random,5,32,256,12.5114,2.50228,2.49396,0.0147171,1,2.51617,195439,0,40,dynamic
2026-05-13-13:39:18,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,cube,0.01,none,50000,random,5,32,256,0.216184,0.0432368,0.0431216,0.000209371,1,0.0442881,538,0,40,dynamic
2026-05-13-13:39:19,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,cube,0.05,none,50000,random,5,32,256,1.20967,0.241934,0.241629,0.000819185,1,0.243956,17828,0,40,dynamic
2026-05-13-13:39:24,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,cube,0.1,none,50000,random,5,32,256,3.90332,0.780664,0.77906,0.00377983,1,0.783105,68325,0,40,dynamic
2026-05-13-13:39:43,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,cube,0.2,none,50000,random,5,32,256,15.4912,3.09824,3.09556,0.0147211,1,3.10131,251561,0,40,dynamic
2026-05-13-13:39:44,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.01,polar,50000,random,5,32,256,0.266968,0.0533936,0.0533746,0.000286376,1,0.0545415,465,0,40,dynamic
2026-05-13-13:39:47,linOct,PointsAoS,MortonEncoder3D,73923965,neighborsPrune,sphere,0.05,polar,50000,random,5,32,256,1.84291,0.368582,0.366228,0.00405521,1,0.37936,12961,0,40,dynamic
